date,precious,priceless,privileged,productive,productivity
2004-06-16,36.7194979687,57.8502753524,0.0,0.0,37.1024599971
2004-06-17,49.5713222578,49.7781439079,0.0,8.25958377869,44.5229519965
2004-06-18,53.2432720547,73.9945382415,0.0,19.2723621503,12.985860999
2004-06-19,100.978619414,64.5770515562,109.816591122,16.5191675574,33.3922139974
2004-06-20,102.814594312,8.07213144452,0.0,0.0,70.4946739944
2004-06-21,104.650569211,40.3606572226,54.9082955611,27.531945929,5.56536899956
2004-06-22,58.75119675,56.5049201117,0.0,8.25958377869,53.7985669958
2004-06-23,111.994468805,68.6131172785,0.0,8.25958377869,24.1165989981
2004-06-24,88.126795125,41.7060124634,0.0,8.25958377869,31.5370909975
2004-06-25,67.9310712422,34.9792362596,0.0,11.0127783716,27.8268449978
2004-06-26,44.0633975625,55.1595648709,0.0,0.0,33.3922139974
2004-06-27,67.9310712422,57.8502753524,0.0,0.0,11.1307379991
2004-06-28,91.7987449219,40.3606572226,54.9082955611,0.0,37.1024599971
2004-06-29,60.5871716484,65.9224067969,0.0,8.25958377869,29.6819679977
2004-06-30,78.9469206328,36.3245915004,0.0,8.25958377869,24.1165989981
2004-07-01,56.9152218516,37.6699467411,0.0,8.25958377869,12.985860999
2004-07-02,111.994468805,45.7420781856,0.0,0.0,20.4063529984
2004-07-03,45.8993724609,25.5617495743,0.0,0.0,11.1307379991
2004-07-04,71.6030210391,26.9071048151,0.0,0.0,24.1165989981
2004-07-05,40.3914477656,21.5256838521,0.0,0.0,9.27561499927
2004-07-06,73.4389959375,44.3967229449,54.9082955611,8.25958377869,48.2331979962
2004-07-07,47.7353473594,60.5409858339,54.9082955611,0.0,29.6819679977
2004-07-08,60.5871716484,57.8502753524,0.0,8.25958377869,18.5512299985
2004-07-09,86.2908202266,53.8142096302,0.0,11.0127783716,20.4063529984
2004-07-10,95.4706947187,39.0153019819,109.816591122,16.5191675574,11.1307379991
2004-07-11,106.486544109,63.2316963154,0.0,0.0,0.0
2004-07-12,47.7353473594,30.9431705373,54.9082955611,27.531945929,29.6819679977
2004-07-13,69.7670461406,33.6338810188,0.0,8.25958377869,11.1307379991
2004-07-14,25.7036485781,96.8655773343,0.0,0.0,53.7985669958
2004-07-15,64.2591214453,71.30382776,0.0,0.0,40.8127059968
2004-07-16,45.8993724609,48.4327886671,73.2110607482,0.0,46.3780749963
2004-07-17,82.6188704297,53.8142096302,0.0,0.0,42.6678289966
2004-07-18,93.6347198203,91.4841563713,0.0,16.5191675574,0.0
2004-07-19,58.75119675,47.0874334264,0.0,16.5191675574,18.5512299985
2004-07-20,53.2432720547,51.1234991487,0.0,0.0,29.6819679977
2004-07-21,71.6030210391,48.4327886671,0.0,0.0,42.6678289966
2004-07-22,62.4231465469,26.9071048151,0.0,19.2723621503,31.5370909975
2004-07-23,78.9469206328,37.6699467411,0.0,0.0,20.4063529984
2004-07-24,71.6030210391,45.7420781856,0.0,0.0,0.0
2004-07-25,53.2432720547,39.0153019819,0.0,33.0383351148,11.1307379991
2004-07-26,62.4231465469,49.7781439079,128.119356309,0.0,25.971721998
2004-07-27,69.7670461406,33.6338810188,0.0,8.25958377869,24.1165989981
2004-07-28,47.7353473594,25.5617495743,0.0,16.5191675574,35.2473369972
2004-07-29,36.7194979687,49.7781439079,54.9082955611,8.25958377869,31.5370909975
2004-07-30,58.75119675,43.0513677041,0.0,11.0127783716,20.4063529984
2004-07-31,51.4072971562,91.4841563713,0.0,0.0,0.0
2004-08-01,51.4072971562,53.8142096302,0.0,0.0,31.5370909975
2004-08-02,64.2591214453,21.5256838521,54.9082955611,8.25958377869,29.6819679977
2004-08-03,75.2749708359,37.6699467411,109.816591122,8.25958377869,16.6961069987
2004-08-04,89.9627700234,43.0513677041,0.0,0.0,42.6678289966
2004-08-05,67.9310712422,36.3245915004,54.9082955611,8.25958377869,24.1165989981
2004-08-06,51.4072971562,61.8863410747,0.0,0.0,33.3922139974
2004-08-07,84.4548453281,39.0153019819,0.0,16.5191675574,20.4063529984
2004-08-08,42.2274226641,69.9584725192,0.0,33.0383351148,0.0
2004-08-09,95.4706947187,25.5617495743,54.9082955611,8.25958377869,24.1165989981
2004-08-10,56.9152218516,45.7420781856,164.724886683,8.25958377869,29.6819679977
2004-08-11,99.1426445156,29.5978152966,0.0,16.5191675574,46.3780749963
2004-08-12,88.126795125,60.5409858339,0.0,0.0,29.6819679977
2004-08-13,38.5554728672,41.7060124634,54.9082955611,0.0,18.5512299985
2004-08-14,111.994468805,44.3967229449,0.0,0.0,20.4063529984
2004-08-15,123.010318195,60.5409858339,109.816591122,16.5191675574,11.1307379991
2004-08-16,80.7828955312,47.0874334264,54.9082955611,0.0,29.6819679977
2004-08-17,40.3914477656,67.2677620377,54.9082955611,0.0,51.9434439959
2004-08-18,117.5023935,60.5409858339,0.0,8.25958377869,35.2473369972
2004-08-19,95.4706947187,43.0513677041,54.9082955611,0.0,35.2473369972
2004-08-20,67.9310712422,49.7781439079,0.0,0.0,18.5512299985
2004-08-21,78.9469206328,28.2524600558,0.0,13.7659729645,20.4063529984
2004-08-22,121.174343297,52.4688543894,0.0,0.0,20.4063529984
2004-08-23,78.9469206328,25.5617495743,0.0,0.0,35.2473369972
2004-08-24,93.6347198203,44.3967229449,54.9082955611,0.0,44.5229519965
2004-08-25,62.4231465469,33.6338810188,0.0,8.25958377869,40.8127059968
2004-08-26,111.994468805,43.0513677041,109.816591122,16.5191675574,29.6819679977
2004-08-27,55.0792469531,59.1956305932,128.119356309,0.0,12.985860999
2004-08-28,95.4706947187,28.2524600558,0.0,0.0,0.0
2004-08-29,66.0950963437,83.4120249267,0.0,0.0,18.5512299985
2004-08-30,84.4548453281,32.2885257781,54.9082955611,8.25958377869,55.6536899956
2004-08-31,82.6188704297,44.3967229449,54.9082955611,24.7787513361,27.8268449978
2004-09-01,55.0792469531,53.8142096302,54.9082955611,8.25958377869,38.9575829969
2004-09-02,51.4072971562,33.6338810188,0.0,16.5191675574,51.9434439959
2004-09-03,49.5713222578,63.2316963154,0.0,0.0,18.5512299985
2004-09-04,49.5713222578,36.3245915004,0.0,0.0,9.27561499927
2004-09-05,111.994468805,44.3967229449,0.0,0.0,0.0
2004-09-06,84.4548453281,61.8863410747,0.0,24.7787513361,51.9434439959
2004-09-07,33.0475481719,59.1956305932,0.0,0.0,27.8268449978
2004-09-08,58.75119675,55.1595648709,0.0,0.0,59.3639359953
2004-09-09,58.75119675,43.0513677041,0.0,16.5191675574,37.1024599971
2004-09-10,80.7828955312,47.0874334264,54.9082955611,16.5191675574,29.6819679977
2004-09-11,91.7987449219,26.9071048151,0.0,0.0,18.5512299985
2004-09-12,71.6030210391,52.4688543894,0.0,9.85518519048,27.8268449978
2004-09-13,88.126795125,26.9071048151,65.8899546734,6.57012346032,25.971721998
2004-09-14,66.0950963437,48.4327886671,65.8899546734,26.2804938413,25.971721998
2004-09-15,36.7194979687,41.7060124634,0.0,6.57012346032,57.5088129955
2004-09-16,69.7670461406,51.1234991487,65.8899546734,0.0,27.8268449978
2004-09-17,45.8993724609,53.8142096302,0.0,13.1402469206,22.2614759982
2004-09-18,36.7194979687,33.6338810188,0.0,9.85518519048,18.5512299985
2004-09-19,53.2432720547,52.4688543894,0.0,9.85518519048,35.2473369972
2004-09-20,84.4548453281,39.0153019819,0.0,0.0,11.1307379991
2004-09-21,51.4072971562,40.3606572226,65.8899546734,0.0,31.5370909975
2004-09-22,78.9469206328,22.8710390928,0.0,19.710370381,25.971721998
2004-09-23,78.9469206328,69.9584725192,0.0,6.57012346032,31.5370909975
2004-09-24,56.9152218516,69.9584725192,0.0,0.0,40.8127059968
2004-09-25,36.7194979687,20.1803286113,0.0,0.0,9.27561499927
2004-09-26,152.38591657,13.4535524075,0.0,0.0,18.5512299985
2004-09-27,51.1514109177,59.8606004115,131.779909347,0.0,60.4667531056
2004-09-28,119.353292141,49.2969650448,65.8899546734,0.0,70.5445452898
2004-09-29,34.1009406118,45.7757532559,0.0,0.0,73.9038093512
2004-09-30,56.8349010196,28.1696943113,65.8899546734,26.2804938413,60.4667531056
2004-10-01,127.878527294,35.2121178891,230.614841357,6.57012346032,43.6704327985
2004-10-02,71.0436262745,24.6484825224,0.0,0.0,36.9519046756
2004-10-03,116.51154709,65.1424180949,0.0,0.0,57.1074890441
2004-10-04,105.144566886,40.4939355725,0.0,0.0,40.311168737
2004-10-05,65.3601361726,47.5363591503,0.0,13.1402469206,57.1074890441
2004-10-06,56.8349010196,28.1696943113,0.0,13.1402469206,47.0296968599
2004-10-07,105.144566886,65.1424180949,0.0,13.1402469206,57.1074890441
2004-10-08,99.4610767843,38.733329678,0.0,0.0,50.3889609213
2004-10-09,93.7775866824,63.3818122004,0.0,0.0,13.4370562457
2004-10-10,99.4610767843,36.9727237836,131.779909347,0.0,60.4667531056
2004-10-11,119.353292141,54.5787827281,65.8899546734,6.57012346032,50.3889609213
2004-10-12,139.245507498,44.0151473614,0.0,0.0,0.0
2004-10-13,110.828056988,22.8878766279,0.0,9.85518519048,26.8741124914
2004-10-14,96.6193317334,38.733329678,65.8899546734,13.1402469206,33.5926406142
2004-10-15,73.8853713255,22.8878766279,0.0,13.1402469206,63.826017167
2004-10-16,79.5688614275,42.254541467,0.0,22.9954321111,23.5148484299
2004-10-17,76.7271163765,52.8181768337,0.0,0.0,33.5926406142
2004-10-18,76.7271163765,36.9727237836,0.0,6.57012346032,77.2630734127
2004-10-19,88.0940965804,17.6060589446,0.0,13.1402469206,26.8741124914
2004-10-20,76.7271163765,31.6909061002,0.0,13.1402469206,57.1074890441
2004-10-21,79.5688614275,52.8181768337,131.779909347,19.710370381,94.0593937198
2004-10-22,59.6766460706,49.2969650448,0.0,0.0,36.9519046756
2004-10-23,96.6193317334,47.5363591503,0.0,9.85518519048,33.5926406142
2004-10-24,65.3601361726,45.7757532559,98.83493201,0.0,23.5148484299
2004-10-25,65.3601361726,29.9303002058,0.0,26.2804938413,77.2630734127
2004-10-26,73.8853713255,49.2969650448,0.0,0.0,107.496449965
2004-10-27,71.0436262745,40.4939355725,0.0,13.1402469206,20.1555843685
2004-10-28,85.2523515294,42.254541467,65.8899546734,6.57012346032,80.6223374741
2004-10-29,125.036782243,77.4666593561,0.0,0.0,0.0
2004-10-30,99.4610767843,17.6060589446,0.0,0.0,33.5926406142
2004-10-31,96.6193317334,36.9727237836,0.0,0.0,23.5148484299
2004-11-01,56.8349010196,52.8181768337,0.0,0.0,60.4667531056
2004-11-02,99.4610767843,45.7757532559,0.0,16.4253086508,67.1852812284
2004-11-03,62.5183911216,45.7757532559,131.779909347,0.0,50.3889609213
2004-11-04,88.0940965804,54.5787827281,0.0,13.1402469206,63.826017167
2004-11-05,105.144566886,51.0575709392,0.0,0.0,50.3889609213
2004-11-06,93.7775866824,22.8878766279,98.83493201,0.0,57.1074890441
2004-11-07,113.669802039,29.9303002058,0.0,9.85518519048,90.7001296583
2004-11-08,85.2523515294,38.733329678,230.614841357,22.9954321111,23.5148484299
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,65.3601361726,40.4939355725,0.0,0.0,26.8741124914
2004-11-11,68.2018812236,52.8181768337,0.0,0.0,33.5926406142
2004-11-12,71.0436262745,31.6909061002,65.8899546734,19.710370381,26.8741124914
2004-11-13,65.3601361726,45.7757532559,0.0,0.0,10.0777921843
2004-11-14,127.878527294,40.4939355725,0.0,0.0,10.0777921843
2004-11-15,110.828056988,19.366664839,0.0,0.0,36.9519046756
2004-11-16,68.2018812236,31.6909061002,0.0,13.1402469206,30.2333765528
2004-11-17,79.5688614275,22.8878766279,0.0,19.710370381,30.2333765528
2004-11-18,90.9358416314,36.9727237836,0.0,6.57012346032,50.3889609213
2004-11-19,119.353292141,36.9727237836,0.0,0.0,0.0
2004-11-20,56.8349010196,26.4090884168,0.0,0.0,33.5926406142
2004-11-21,105.144566886,44.0151473614,0.0,0.0,40.311168737
2004-11-22,96.6193317334,49.2969650448,0.0,13.1402469206,43.6704327985
2004-11-23,59.6766460706,26.4090884168,131.779909347,0.0,40.311168737
2004-11-24,62.5183911216,59.8606004115,65.8899546734,6.57012346032,36.9519046756
2004-11-25,116.51154709,65.1424180949,0.0,0.0,36.9519046756
2004-11-26,36.9426856628,40.4939355725,98.83493201,0.0,43.6704327985
2004-11-27,76.7271163765,47.5363591503,0.0,0.0,10.0777921843
2004-11-28,71.0436262745,44.0151473614,296.50479603,0.0,53.7482249827
2004-11-29,107.986311937,42.254541467,0.0,13.1402469206,47.0296968599
2004-11-30,116.51154709,47.5363591503,65.8899546734,0.0,60.4667531056
2004-12-01,139.245507498,42.254541467,131.779909347,6.57012346032,53.7482249827
2004-12-02,99.4610767843,49.2969650448,65.8899546734,19.710370381,20.1555843685
2004-12-03,99.4610767843,54.5787827281,0.0,6.57012346032,20.1555843685
2004-12-04,122.195037192,59.8606004115,0.0,0.0,40.311168737
2004-12-05,113.669802039,42.254541467,197.66986402,9.85518519048,10.0777921843
2004-12-06,99.4610767843,47.5363591503,0.0,0.0,30.2333765528
2004-12-07,96.6193317334,54.5787827281,65.8899546734,6.57012346032,40.311168737
2004-12-08,99.4610767843,38.733329678,65.8899546734,16.4253086508,60.4667531056
2004-12-09,116.51154709,47.5363591503,164.724886683,6.57012346032,53.7482249827
2004-12-10,110.828056988,40.4939355725,65.8899546734,19.710370381,43.6704327985
2004-12-11,164.821212957,26.4090884168,0.0,0.0,50.3889609213
2004-12-12,130.720272345,31.6909061002,0.0,9.85518519048,10.0777921843
2004-12-13,133.562017396,63.3818122004,164.724886683,29.5655555714,23.5148484299
2004-12-14,142.087252549,59.8606004115,0.0,0.0,36.9519046756
2004-12-15,102.302821835,59.8606004115,0.0,6.57012346032,87.3408655969
2004-12-16,122.195037192,54.5787827281,0.0,0.0,33.5926406142
2004-12-17,125.036782243,70.4242357783,131.779909347,6.57012346032,33.5926406142
2004-12-18,116.51154709,17.6060589446,0.0,9.85518519048,23.5148484299
2004-12-19,127.878527294,42.254541467,0.0,9.85518519048,23.5148484299
2004-12-20,68.2018812236,65.1424180949,0.0,6.57012346032,40.311168737
2004-12-21,99.4610767843,24.6484825224,0.0,0.0,20.1555843685
2004-12-22,99.4610767843,35.2121178891,0.0,0.0,6.71852812284
2004-12-23,85.2523515294,89.7909006173,98.83493201,26.2804938413,10.0777921843
2004-12-24,122.195037192,19.366664839,131.779909347,13.1402469206,0.0
2004-12-25,56.8349010196,70.4242357783,0.0,16.4253086508,0.0
2004-12-26,93.7775866824,86.2696888284,0.0,13.1402469206,13.4370562457
2004-12-27,133.562017396,65.1424180949,65.8899546734,6.57012346032,0.0
2004-12-28,82.4106064785,47.5363591503,0.0,0.0,23.5148484299
2004-12-29,62.5183911216,63.3818122004,0.0,22.9954321111,43.6704327985
2004-12-30,90.9358416314,73.9454475672,65.8899546734,0.0,16.7963203071
2004-12-31,102.302821835,73.9454475672,0.0,19.710370381,40.311168737
2005-01-01,90.9358416314,75.7060534616,0.0,0.0,0.0
2005-01-02,71.0436262745,54.5787827281,98.83493201,9.85518519048,20.1555843685
2005-01-03,73.8853713255,59.8606004115,0.0,6.57012346032,43.6704327985
2005-01-04,82.4106064785,52.8181768337,65.8899546734,0.0,30.2333765528
2005-01-05,76.7271163765,40.4939355725,0.0,0.0,36.9519046756
2005-01-06,88.0940965804,63.3818122004,0.0,13.1402469206,53.7482249827
