date,bargain,benefactor,beneficiary,benefit,benevolence
2004-04-08,46.1633358627,13.1752415896,0.813959610113,82.9007278151,0.0
2004-04-09,46.1633358627,23.7154348613,1.95350306427,59.2148055822,0.0
2004-04-10,59.5655946616,10.5401932717,0.0,62.7676939172,0.0
2004-04-11,41.6959162631,0.0,0.0,49.7404366891,0.0
2004-04-12,0.0,0.0,0.0,0.0,0.0
2004-04-13,0.0,0.0,0.0,0.0,0.0
2004-04-14,38.71763653,5.27009663585,0.325583844045,62.7676939172,0.0
2004-04-15,71.4787135939,5.27009663585,0.813959610113,80.5321355918,0.0
2004-04-16,67.0112939943,21.0803865434,0.813959610113,66.3205822521,0.0
2004-04-17,40.2067763966,10.5401932717,0.65116768809,21.3173300096,0.0
2004-04-18,87.8592521258,10.5401932717,1.30233537618,49.7404366891,0.0
2004-04-19,46.1633358627,13.1752415896,0.325583844045,71.0577666987,0.0
2004-04-20,55.098175062,13.1752415896,0.0,65.1362861405,0.0
2004-04-21,52.1198953289,5.27009663585,0.813959610113,88.8222083734,0.0
2004-04-22,56.5873149285,0.0,0.325583844045,91.1908005966,0.0
2004-04-23,50.6307554623,7.90514495378,0.488375766068,73.426358922,0.0
2004-04-24,19.358818265,0.0,0.0,78.1635433686,0.0
2004-04-25,49.1416155958,0.0,0.0,53.293325024,0.0
2004-04-26,55.098175062,0.0,1.13954345416,88.8222083734,0.0
2004-04-27,55.098175062,18.4453382255,0.813959610113,118.429611164,0.0
2004-04-28,49.1416155958,18.4453382255,0.325583844045,90.006504485,0.0
2004-04-29,53.6090351954,13.1752415896,0.0,78.1635433686,0.0
2004-04-30,43.1850561296,7.90514495378,0.0,80.5321355918,0.0
2004-05-01,37.2284966635,0.0,0.0,49.7404366891,0.0
2004-05-02,35.7393567969,10.5401932717,0.65116768809,52.1090289124,0.0
2004-05-03,52.1198953289,5.27009663585,0.813959610113,49.7404366891,0.0
2004-05-04,65.5221541277,0.0,0.0,66.3205822521,0.0
2004-05-05,52.1198953289,0.0,0.325583844045,98.2965772665,0.0
2004-05-06,62.5438743946,5.27009663585,0.0,69.873470587,0.0
2004-05-07,28.2936574642,7.90514495378,0.813959610113,60.3991016939,0.0
2004-05-08,40.2067763966,0.0,0.0,63.9519900288,0.0
2004-05-09,46.1633358627,0.0,0.0,36.713179461,0.0
2004-05-10,55.098175062,65.8762079482,0.325583844045,61.5833978055,0.0
2004-05-11,55.098175062,5.27009663585,1.4651272982,55.6619172473,0.0
2004-05-12,44.6741959962,0.0,0.813959610113,59.2148055822,0.0
2004-05-13,61.0547345281,13.1752415896,0.325583844045,71.0577666987,0.0
2004-05-14,67.0112939943,7.90514495378,1.30233537618,78.1635433686,0.0
2004-05-15,98.2832311916,10.5401932717,0.0,36.713179461,0.0
2004-05-16,58.076454795,10.5401932717,0.0,46.1875483541,0.0
2004-05-17,64.0330142612,18.4453382255,0.325583844045,91.1908005966,0.0
2004-05-18,55.098175062,13.1752415896,1.95350306427,63.9519900288,0.0
2004-05-19,41.6959162631,13.1752415896,0.325583844045,28.4231066795,0.0
2004-05-20,62.5438743946,5.27009663585,1.13954345416,55.6619172473,0.0
2004-05-21,41.6959162631,0.0,0.488375766068,54.4776211357,0.0
2004-05-22,84.8809723927,10.5401932717,0.0,41.4503639076,0.0
2004-05-23,64.0330142612,0.0,0.0,50.9247328007,0.0
2004-05-24,69.9895737273,0.0,0.325583844045,73.426358922,0.0
2004-05-25,49.1416155958,5.27009663585,1.13954345416,53.293325024,0.0
2004-05-26,65.5221541277,13.1752415896,0.0,62.7676939172,0.0
2004-05-27,29.7827973308,0.0,1.30233537618,65.1362861405,0.0
2004-05-28,62.5438743946,7.90514495378,0.976751532135,67.5048783638,0.0
2004-05-29,69.9895737273,13.1752415896,0.0,33.1602911261,0.0
2004-05-30,37.2284966635,0.0,0.0,58.0305094706,0.0
2004-05-31,75.9461331935,10.5401932717,0.0,69.873470587,0.0
2004-06-01,61.0547345281,5.27009663585,0.0,63.9519900288,0.0
2004-06-02,64.0330142612,0.0,0.325583844045,56.846213359,0.0
2004-06-03,59.5655946616,0.0,0.813959610113,71.0577666987,0.0
2004-06-04,71.4787135939,7.90514495378,0.488375766068,79.3478394802,0.0
2004-06-05,59.5655946616,10.5401932717,0.0,30.7916989028,0.0
2004-06-06,69.9895737273,0.0,0.0,76.9792472569,0.0
2004-06-07,29.7827973308,0.0,2.44187883034,67.5048783638,0.0
2004-06-08,72.9678534604,5.27009663585,1.13954345416,78.1635433686,0.0
2004-06-09,56.5873149285,0.0,0.488375766068,76.9792472569,0.0
2004-06-10,56.5873149285,7.90514495378,0.813959610113,87.6379122617,0.0
2004-06-11,55.098175062,21.0803865434,0.488375766068,80.5321355918,0.0
2004-06-12,20.8479581315,0.0,0.813959610113,37.8974755726,0.0
2004-06-13,61.0547345281,0.0,0.0,27.2388105678,0.0
2004-06-14,62.5438743946,0.0,1.13954345416,90.006504485,0.0
2004-06-15,65.5221541277,5.27009663585,0.813959610113,58.0305094706,0.0
2004-06-16,52.1198953289,0.0,0.813959610113,80.5321355918,0.0
2004-06-17,53.6090351954,0.0,0.813959610113,88.8222083734,0.0
2004-06-18,58.076454795,7.90514495378,0.0,88.8222083734,0.0
2004-06-19,47.6524757293,0.0,0.0,53.293325024,0.0
2004-06-20,43.1850561296,0.0,1.62791922023,28.4231066795,0.0
2004-06-21,52.1198953289,7.90514495378,0.0,80.5321355918,0.0
2004-06-22,65.5221541277,0.0,0.325583844045,90.006504485,0.0
2004-06-23,61.0547345281,0.0,0.0,69.873470587,0.0
2004-06-24,50.6307554623,7.90514495378,0.0,76.9792472569,0.0
2004-06-25,40.2067763966,7.90514495378,0.0,68.6891744754,0.0
2004-06-26,86.3701122593,0.0,0.65116768809,58.0305094706,0.0
2004-06-27,55.098175062,0.0,0.0,37.8974755726,0.0
2004-06-28,37.2284966635,7.90514495378,0.813959610113,76.9792472569,0.0
2004-06-29,47.6524757293,0.0,0.325583844045,73.426358922,0.0
2004-06-30,44.6741959962,0.0,0.0,84.0850239268,0.0
2004-07-01,43.1850561296,13.1752415896,0.488375766068,49.7404366891,0.0
2004-07-02,13.4022587989,0.0,0.976751532135,72.2420628103,0.0
2004-07-03,34.2502169304,0.0,1.4651272982,22.5016261213,0.0
2004-07-04,89.3483919924,0.0,0.0,29.6074027911,0.0
2004-07-05,49.1416155958,10.5401932717,1.30233537618,20.133033898,0.0
2004-07-06,47.6524757293,5.27009663585,2.44187883034,67.5048783638,0.0
2004-07-07,47.6524757293,0.0,0.325583844045,82.9007278151,0.0
2004-07-08,44.6741959962,0.0,0.0,56.846213359,0.0
2004-07-09,52.1198953289,0.0,0.813959610113,45.0032522425,0.0
2004-07-10,64.0330142612,10.5401932717,0.0,61.5833978055,0.0
2004-07-11,46.1633358627,10.5401932717,0.65116768809,41.4503639076,0.0
2004-07-12,53.6090351954,5.27009663585,1.13954345416,74.6106550336,0.0
2004-07-13,50.6307554623,18.4453382255,0.813959610113,88.8222083734,0.0
2004-07-14,47.6524757293,0.0,0.0,76.9792472569,0.0
2004-07-15,43.1850561296,7.90514495378,0.0,73.426358922,0.0
2004-07-16,56.5873149285,0.0,0.813959610113,52.1090289124,0.0
2004-07-17,83.3918325262,0.0,0.0,20.133033898,0.0
2004-07-18,13.4022587989,0.0,0.0,35.5288833493,0.0
2004-07-19,46.1633358627,5.27009663585,1.13954345416,80.5321355918,0.0
2004-07-20,64.0330142612,5.27009663585,0.813959610113,62.7676939172,0.0
2004-07-21,40.2067763966,13.1752415896,0.813959610113,67.5048783638,0.0
2004-07-22,26.8045175977,13.1752415896,0.488375766068,50.9247328007,0.0
2004-07-23,59.5655946616,0.0,1.79071114225,73.426358922,0.0
2004-07-24,25.3153777312,0.0,0.65116768809,40.2660677959,0.0
2004-07-25,44.6741959962,0.0,0.65116768809,56.846213359,0.0
2004-07-26,71.4787135939,0.0,0.813959610113,60.3991016939,0.0
2004-07-27,49.1416155958,0.0,0.325583844045,88.8222083734,0.0
2004-07-28,65.5221541277,5.27009663585,1.13954345416,95.9279850432,0.0
2004-07-29,64.0330142612,0.0,0.488375766068,72.2420628103,0.0
2004-07-30,52.1198953289,0.0,0.813959610113,76.9792472569,0.0
2004-07-31,69.9895737273,0.0,0.0,61.5833978055,0.0
2004-08-01,96.7940913251,0.0,1.4651272982,41.4503639076,0.0
2004-08-02,40.2067763966,0.0,0.813959610113,86.4536161501,0.0
2004-08-03,46.1633358627,5.27009663585,0.813959610113,79.3478394802,0.0
2004-08-04,14.8913986654,5.27009663585,0.0,95.9279850432,0.0
2004-08-05,44.6741959962,0.0,0.813959610113,53.293325024,0.0
2004-08-06,68.5004338608,0.0,0.813959610113,66.3205822521,0.0
2004-08-07,96.7940913251,0.0,0.65116768809,55.6619172473,0.0
2004-08-08,46.1633358627,0.0,0.0,73.426358922,0.0
2004-08-09,61.0547345281,0.0,0.0,72.2420628103,0.0
2004-08-10,46.1633358627,0.0,0.325583844045,100.66516949,0.0
2004-08-11,35.7393567969,0.0,0.325583844045,73.426358922,0.0
2004-08-12,35.7393567969,0.0,0.813959610113,66.3205822521,0.0
2004-08-13,43.1850561296,13.1752415896,0.813959610113,49.7404366891,0.0
2004-08-14,68.5004338608,0.0,0.0,43.8189561309,0.0
2004-08-15,62.5438743946,0.0,0.0,34.3445872377,0.0
2004-08-16,46.1633358627,18.4453382255,0.325583844045,62.7676939172,0.0
2004-08-17,46.1633358627,5.27009663585,0.325583844045,81.7164317035,0.0
2004-08-18,46.1633358627,13.1752415896,1.13954345416,56.846213359,0.0
2004-08-19,43.1850561296,0.0,0.325583844045,86.4536161501,0.0
2004-08-20,38.71763653,13.1752415896,0.488375766068,58.0305094706,0.0
2004-08-21,78.9244129266,10.5401932717,0.65116768809,37.8974755726,0.0
2004-08-22,92.3266717254,0.0,0.0,39.0817716843,0.0
2004-08-23,49.1416155958,5.27009663585,0.813959610113,92.3750967083,0.0
2004-08-24,34.2502169304,5.27009663585,1.13954345416,59.2148055822,0.0
2004-08-25,62.5438743946,0.0,0.325583844045,68.6891744754,0.0
2004-08-26,71.4787135939,5.27009663585,0.813959610113,60.3991016939,0.0
2004-08-27,61.0547345281,26.3504831793,0.813959610113,75.7949511453,0.0
2004-08-28,65.5221541277,0.0,0.0,33.1602911261,0.0
2004-08-29,58.076454795,10.5401932717,0.0,27.2388105678,0.0
2004-08-30,68.5004338608,0.0,1.13954345416,61.5833978055,0.0
2004-08-31,56.5873149285,5.27009663585,1.13954345416,69.873470587,0.0
2004-09-01,34.2502169304,13.1752415896,0.0,67.5048783638,0.0
2004-09-02,49.1416155958,13.1752415896,0.0,68.6891744754,0.0
2004-09-03,61.0547345281,7.90514495378,1.30233537618,54.4776211357,0.0
2004-09-04,47.6524757293,10.5401932717,0.0,52.1090289124,0.0
2004-09-05,75.9461331935,21.0803865434,0.65116768809,35.5288833493,0.0
2004-09-06,41.6959162631,7.90514495378,0.0,33.1602911261,0.0
2004-09-07,40.2067763966,18.4453382255,1.13954345416,76.9792472569,0.0
2004-09-08,62.5438743946,0.0,0.325583844045,112.508130606,0.0
2004-09-09,29.7827973308,5.27009663585,0.325583844045,65.1362861405,0.0
2004-09-10,46.1633358627,0.0,0.325583844045,75.7949511453,0.0
2004-09-11,67.9231102333,28.9855314972,0.65116768809,38.8392337794,0.0
2004-09-12,15.4370705076,0.0,0.65116768809,101.48315923,0.0
2004-09-13,40.1363833197,44.7958214048,1.79071114225,93.965888176,0.0
2004-09-14,46.3112115227,94.8617394454,0.976751532135,83.9428601039,0.0
2004-09-15,44.7675044719,84.3215461737,0.976751532135,90.207252649,0.0
2004-09-16,33.9615551166,34.255628133,0.65116768809,103.988916248,0.0
2004-09-17,43.2237974212,92.2266911274,1.13954345416,48.8622618515,0.0
2004-09-18,77.1853525378,10.5401932717,0.0,53.8737758876,0.0
2004-09-19,46.3112115227,18.4453382255,0.0,58.8852899236,0.0
2004-09-20,41.6800903704,50.0659180406,0.0,76.4255890498,0.0
2004-09-21,44.7675044719,60.6061113123,0.325583844045,72.6669535228,0.0
2004-09-22,41.6800903704,23.7154348613,0.325583844045,48.8622618515,0.0
2004-09-23,50.942332675,18.4453382255,0.0,78.9313460679,0.0
2004-09-24,52.4860397257,18.4453382255,0.813959610113,73.9198320318,0.0
2004-09-25,47.8549185734,0.0,1.30233537618,33.8277197434,0.0
2004-09-26,57.117160878,0.0,0.0,58.8852899236,0.0
2004-09-27,54.0297467765,25.7572243821,1.4379953112,91.460131158,0.0
2004-09-28,37.0489692182,83.710979242,1.4379953112,68.9083179958,0.0
2004-09-29,44.7675044719,19.3179182866,1.4379953112,88.95437414,0.0
2004-09-30,66.3794031825,6.43930609554,0.958663540799,71.4140750138,0.0
2004-10-01,52.4860397257,6.43930609554,0.0,65.1496824687,0.0
2004-10-02,63.291989081,22.5375713344,0.0,63.8968039597,0.0
2004-10-03,49.3986256242,9.65895914331,0.7189976556,40.0921122884,0.0
2004-10-04,52.4860397257,25.7572243821,0.4793317704,92.713009667,0.0
2004-10-05,37.0489692182,54.7341018121,0.958663540799,91.460131158,0.0
2004-10-06,54.0297467765,6.43930609554,0.958663540799,77.6784675589,0.0
2004-10-07,46.3112115227,6.43930609554,0.958663540799,96.4716451941,0.0
2004-10-08,32.4178480659,6.43930609554,0.958663540799,66.4025609777,0.0
2004-10-09,58.6608679287,32.1965304777,0.0,65.1496824687,0.0
2004-10-10,37.0489692182,0.0,0.7189976556,42.5978693065,0.0
2004-10-11,67.9231102333,19.3179182866,0.4793317704,87.701495631,0.0
2004-10-12,37.0489692182,154.543346293,0.0,40.0921122884,0.0
2004-10-13,30.8741410151,22.5375713344,0.0,125.287850901,0.0
2004-10-14,44.7675044719,51.5144487643,0.958663540799,51.3680188696,0.0
2004-10-15,41.6800903704,25.7572243821,0.958663540799,78.9313460679,0.0
2004-10-16,52.4860397257,9.65895914331,2.396658852,72.6669535228,0.0
2004-10-17,75.6416454871,0.0,0.0,52.6208973786,0.0
2004-10-18,46.3112115227,6.43930609554,0.4793317704,50.1151403606,0.0
2004-10-19,46.3112115227,64.3930609554,0.958663540799,70.1611965048,0.0
2004-10-20,61.7482820303,41.855489621,1.9173270816,87.701495631,0.0
2004-10-21,55.5734538272,32.1965304777,0.958663540799,95.218766685,0.0
2004-10-22,27.7867269136,32.1965304777,0.958663540799,58.8852899236,0.0
2004-10-23,40.1363833197,9.65895914331,0.7189976556,57.6324114146,0.0
2004-10-24,63.291989081,0.0,0.7189976556,91.460131158,0.0
2004-10-25,43.2237974212,35.4161835255,0.958663540799,95.218766685,0.0
2004-10-26,58.6608679287,132.005774959,1.6776611964,75.1727105408,0.0
2004-10-27,37.0489692182,48.2947957165,0.958663540799,68.9083179958,0.0
2004-10-28,38.5926762689,25.7572243821,1.9173270816,55.1266543966,0.0
2004-10-29,38.5926762689,25.7572243821,0.0,83.9428601039,0.0
2004-10-30,66.3794031825,0.0,1.198329426,48.8622618515,0.0
2004-10-31,66.3794031825,0.0,0.7189976556,53.8737758876,0.0
2004-11-01,41.6800903704,19.3179182866,1.4379953112,87.701495631,0.0
2004-11-02,38.5926762689,12.8786121911,0.958663540799,86.448617122,0.0
2004-11-03,37.0489692182,6.43930609554,0.958663540799,70.1611965048,0.0
2004-11-04,33.9615551166,0.0,0.4793317704,53.8737758876,0.0
2004-11-05,40.1363833197,12.8786121911,0.4793317704,70.1611965048,0.0
2004-11-06,69.466817284,0.0,0.7189976556,60.1381684327,0.0
2004-11-07,38.5926762689,19.3179182866,0.7189976556,47.6093833425,0.0
2004-11-08,10.8059493553,0.0,0.0,45.1036263245,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,43.2237974212,16.0982652388,0.7189976556,82.6899815949,0.0
2004-11-11,9.26224230454,12.8786121911,0.958663540799,78.9313460679,0.0
2004-11-12,30.8741410151,19.3179182866,0.4793317704,71.4140750138,0.0
2004-11-13,63.291989081,9.65895914331,0.0,58.8852899236,0.0
2004-11-14,33.9615551166,0.0,0.7189976556,31.3219627253,0.0
2004-11-15,61.7482820303,35.4161835255,0.4793317704,81.4371030859,0.0
2004-11-16,49.3986256242,6.43930609554,1.198329426,80.1842245769,0.0
2004-11-17,44.7675044719,22.5375713344,0.4793317704,52.6208973786,0.0
2004-11-18,24.6993128121,12.8786121911,1.6776611964,71.4140750138,0.0
2004-11-19,61.7482820303,22.5375713344,0.0,109.000430284,0.0
2004-11-20,30.8741410151,0.0,0.0,55.1266543966,0.0
2004-11-21,37.0489692182,0.0,0.0,67.6554394867,0.0
2004-11-22,49.3986256242,0.0,0.4793317704,53.8737758876,0.0
2004-11-23,29.3304339644,0.0,0.4793317704,81.4371030859,0.0
2004-11-24,83.3601807408,12.8786121911,0.0,53.8737758876,0.0
2004-11-25,66.3794031825,0.0,0.958663540799,36.3334767614,0.0
2004-11-26,92.6224230454,0.0,0.0,40.0921122884,0.0
2004-11-27,81.8164736901,0.0,1.6776611964,50.1151403606,0.0
2004-11-28,84.9038877916,9.65895914331,0.0,26.3104486893,0.0
2004-11-29,29.3304339644,9.65895914331,0.4793317704,73.9198320318,0.0
2004-11-30,55.5734538272,16.0982652388,0.0,91.460131158,0.0
2004-12-01,64.8356961318,6.43930609554,0.958663540799,90.207252649,0.0
2004-12-02,81.8164736901,0.0,0.958663540799,85.1957386129,0.0
2004-12-03,55.5734538272,0.0,0.958663540799,72.6669535228,0.0
2004-12-04,78.7290595886,9.65895914331,0.0,67.6554394867,0.0
2004-12-05,54.0297467765,9.65895914331,0.0,62.6439254507,0.0
2004-12-06,32.4178480659,0.0,1.198329426,70.1611965048,0.0
2004-12-07,46.3112115227,0.0,0.4793317704,72.6669535228,0.0
2004-12-08,40.1363833197,6.43930609554,1.198329426,77.6784675589,0.0
2004-12-09,57.117160878,0.0,0.7189976556,85.1957386129,0.0
2004-12-10,69.466817284,12.8786121911,1.6776611964,67.6554394867,0.0
2004-12-11,60.2045749795,0.0,0.0,56.3795329056,0.0
2004-12-12,37.0489692182,0.0,0.0,93.965888176,0.0
2004-12-13,57.117160878,0.0,0.4793317704,86.448617122,0.0
2004-12-14,43.2237974212,0.0,0.7189976556,80.1842245769,0.0
2004-12-15,83.3601807408,22.5375713344,1.198329426,63.8968039597,0.0
2004-12-16,43.2237974212,6.43930609554,1.6776611964,85.1957386129,0.0
2004-12-17,74.0979384363,0.0,0.958663540799,37.5863552704,0.0
2004-12-18,40.1363833197,0.0,0.7189976556,68.9083179958,0.0
2004-12-19,20.0681916598,0.0,0.0,41.3449907975,0.0
2004-12-20,57.117160878,6.43930609554,1.9173270816,71.4140750138,0.0
2004-12-21,40.1363833197,0.0,1.4379953112,57.6324114146,0.0
2004-12-22,46.3112115227,0.0,0.4793317704,75.1727105408,0.0
2004-12-23,57.117160878,0.0,0.4793317704,61.3910469417,0.0
2004-12-24,37.0489692182,0.0,0.0,43.8507478155,0.0
2004-12-25,74.0979384363,16.0982652388,0.0,30.0690842163,0.0
2004-12-26,47.8549185734,0.0,0.0,20.0460561442,0.0
2004-12-27,29.3304339644,0.0,1.6776611964,73.9198320318,0.0
2004-12-28,33.9615551166,0.0,0.958663540799,60.1381684327,0.0
2004-12-29,43.2237974212,0.0,0.0,67.6554394867,0.0
2004-12-30,44.7675044719,6.43930609554,0.958663540799,70.1611965048,0.0
2004-12-31,80.2727666393,0.0,0.0,50.1151403606,0.0
2005-01-01,63.291989081,0.0,0.0,51.3680188696,0.0
2005-01-02,64.8356961318,9.65895914331,1.4379953112,52.6208973786,0.0
2005-01-03,33.9615551166,16.0982652388,0.0,72.6669535228,0.0
2005-01-04,50.942332675,0.0,0.7189976556,77.6784675589,0.0
2005-01-05,35.5052621674,0.0,0.4793317704,71.4140750138,0.0
2005-01-06,75.6416454871,0.0,0.4793317704,78.9313460679,0.0
2005-01-07,49.3986256242,0.0,0.0,60.1381684327,0.0
2005-01-08,74.0979384363,0.0,0.0,42.5978693065,0.0
2005-01-09,78.7290595886,0.0,0.0,35.0805982524,0.0
2005-01-10,66.3794031825,0.0,0.0,53.8737758876,0.0
2005-01-11,47.8549185734,0.0,1.198329426,92.713009667,0.0
2005-01-12,35.5052621674,0.0,1.9173270816,67.6554394867,0.0
2005-01-13,55.5734538272,0.0,0.4793317704,78.9313460679,0.0
2005-01-14,49.3986256242,0.0,1.198329426,75.1727105408,0.0
2005-01-15,57.117160878,0.0,0.0,60.1381684327,0.0
2005-01-16,84.9038877916,0.0,0.7189976556,57.6324114146,0.0
2005-01-17,47.8549185734,0.0,1.4379953112,116.517701338,0.0
2005-01-18,63.291989081,0.0,0.7189976556,78.9313460679,0.0
2005-01-19,33.9615551166,0.0,0.7189976556,110.253308793,0.0
2005-01-20,37.0489692182,0.0,1.6776611964,60.1381684327,0.0
2005-01-21,26.2430198629,6.43930609554,0.4793317704,76.4255890498,0.0
