date,associate,backer,bargain,benefactor,beneficiary
2004-02-22,51.5226763222,5.51348984978,64.8158579576,0.0,0.0
2004-02-23,46.37040869,9.9242817296,64.8158579576,0.0,11.4482696012
2004-02-24,68.696901763,6.61618781973,83.5404391454,87.88209896,11.4482696012
2004-02-25,61.8272115867,3.30809390987,73.457972352,87.88209896,11.4482696012
2004-02-26,61.8272115867,6.61618781973,60.4948007605,52.729259376,11.4482696012
2004-02-27,79.0014370274,11.0269796996,33.1281051783,41.0116461813,38.1608986706
2004-02-28,17.1742254407,0.0,37.4491623755,0.0,0.0
2004-02-29,25.7613381611,0.0,43.2105719718,0.0,57.2413480059
2004-03-01,108.197620277,0.0,60.4948007605,23.4352263893,15.2643594682
2004-03-02,87.5885497478,0.0,64.8158579576,0.0,45.7930784047
2004-03-03,54.9575214104,0.0,60.4948007605,0.0,0.0
2004-03-04,73.8491693952,0.0,92.1825535398,23.4352263893,64.87352774
2004-03-05,96.1756624681,0.0,80.6597343473,0.0,41.9769885376
2004-03-06,27.4787607052,8.82158375964,82.1000867463,0.0,0.0
2004-03-07,25.7613381611,0.0,106.58607753,0.0,0.0
2004-03-08,0.0,0.0,0.0,0.0,0.0
2004-03-09,0.0,0.0,0.0,0.0,0.0
2004-03-10,65.2620566748,4.41079187982,73.457972352,152.328971531,49.6091682717
2004-03-11,96.1756624681,0.0,112.347487127,64.4468725707,0.0
2004-03-12,70.414324307,5.51348984978,25.9263431831,29.2940329867,19.0804493353
2004-03-13,36.0658734256,0.0,144.035239906,0.0,0.0
2004-03-14,53.2400988663,5.51348984978,51.8526863661,29.2940329867,19.0804493353
2004-03-15,73.8491693952,0.0,25.9263431831,0.0,0.0
2004-03-16,103.045352644,6.61618781973,69.1369151548,35.152839584,22.8965392023
2004-03-17,46.37040869,6.61618781973,70.5772675539,17.576419792,22.8965392023
2004-03-18,37.7832959696,6.61618781973,59.0544483614,0.0,11.4482696012
2004-03-19,63.5446341307,3.30809390987,53.2930387652,0.0,11.4482696012
2004-03-20,36.0658734256,17.6431675193,76.3386771501,0.0,0.0
2004-03-21,79.0014370274,0.0,66.2562103567,0.0,19.0804493353
2004-03-22,20.6090705289,0.0,87.8614963426,0.0,0.0
2004-03-23,0.0,0.0,0.0,0.0,0.0
2004-03-24,77.2840144833,18.7458654892,53.2930387652,0.0,45.7930784047
2004-03-25,37.7832959696,12.1296776695,15.8438763896,0.0,0.0
2004-03-26,56.6749439544,9.9242817296,47.5316291689,29.2940329867,0.0
2004-03-27,72.1317468511,17.6431675193,67.6965627558,58.5880659733,0.0
2004-03-28,27.4787607052,5.51348984978,93.6229059388,0.0,19.0804493353
2004-03-29,61.8272115867,6.61618781973,38.8895147746,17.576419792,22.8965392023
2004-03-30,58.3923664985,3.30809390987,44.6509243708,52.729259376,0.0
2004-03-31,84.1537046596,6.61618781973,50.4123339671,35.152839584,0.0
2004-04-01,65.2620566748,9.9242817296,43.2105719718,52.729259376,0.0
2004-04-02,60.1097890426,0.0,92.1825535398,111.317325349,38.1608986706
2004-04-03,53.2400988663,5.51348984978,89.3018487416,0.0,19.0804493353
2004-04-04,42.9355636019,0.0,64.8158579576,58.5880659733,19.0804493353
2004-04-05,68.696901763,6.61618781973,72.0176199529,35.152839584,22.8965392023
2004-04-06,113.349887909,6.61618781973,51.8526863661,17.576419792,45.7930784047
2004-04-07,61.8272115867,3.30809390987,79.2193819482,52.729259376,0.0
2004-04-08,48.0878312341,3.30809390987,67.6965627558,17.576419792,11.4482696012
2004-04-09,58.3923664985,0.0,54.7333911642,87.88209896,15.2643594682
2004-04-10,54.9575214104,0.0,61.9351531595,64.4468725707,0.0
2004-04-11,29.1961832493,0.0,24.485990784,0.0,0.0
2004-04-12,0.0,0.0,0.0,0.0,0.0
2004-04-13,0.0,0.0,0.0,0.0,0.0
2004-04-14,99.6105075563,0.0,70.5772675539,17.576419792,0.0
2004-04-15,46.37040869,3.30809390987,84.9807915445,35.152839584,11.4482696012
2004-04-16,60.1097890426,3.30809390987,69.1369151548,17.576419792,11.4482696012
2004-04-17,18.8916479848,0.0,46.0912767699,29.2940329867,0.0
2004-04-18,61.8272115867,0.0,103.705372732,29.2940329867,19.0804493353
2004-04-19,60.1097890426,6.61618781973,54.7333911642,17.576419792,0.0
2004-04-20,66.9794792189,6.61618781973,44.6509243708,0.0,11.4482696012
2004-04-21,53.2400988663,6.61618781973,48.971981568,17.576419792,0.0
2004-04-22,39.5007185137,3.30809390987,46.0912767699,0.0,0.0
2004-04-23,85.8711272037,6.61618781973,67.6965627558,17.576419792,11.4482696012
2004-04-24,44.6529861459,5.51348984978,46.0912767699,0.0,0.0
2004-04-25,17.1742254407,0.0,79.2193819482,0.0,0.0
2004-04-26,63.5446341307,3.30809390987,84.9807915445,46.8704527787,22.8965392023
2004-04-27,51.5226763222,3.30809390987,67.6965627558,46.8704527787,22.8965392023
2004-04-28,89.3059722919,0.0,66.2562103567,17.576419792,0.0
2004-04-29,91.0233948359,3.30809390987,50.4123339671,17.576419792,0.0
2004-04-30,75.5665919393,9.9242817296,59.0544483614,17.576419792,11.4482696012
2004-05-01,42.9355636019,5.51348984978,51.8526863661,0.0,19.0804493353
2004-05-02,34.3484508815,5.51348984978,70.5772675539,29.2940329867,0.0
2004-05-03,49.8052537781,9.9242817296,61.9351531595,0.0,34.3448088035
2004-05-04,92.74081738,3.30809390987,73.457972352,0.0,11.4482696012
2004-05-05,44.6529861459,6.61618781973,41.7702195727,17.576419792,0.0
2004-05-06,66.9794792189,3.30809390987,43.2105719718,17.576419792,0.0
2004-05-07,54.9575214104,3.30809390987,27.3666955821,17.576419792,49.6091682717
2004-05-08,27.4787607052,5.51348984978,38.8895147746,0.0,0.0
2004-05-09,46.37040869,5.51348984978,86.4211439435,0.0,19.0804493353
2004-05-10,66.9794792189,9.9242817296,38.8895147746,263.64629688,0.0
2004-05-11,68.696901763,3.30809390987,53.2930387652,17.576419792,41.9769885376
2004-05-12,77.2840144833,3.30809390987,60.4948007605,0.0,0.0
2004-05-13,60.1097890426,9.9242817296,28.8070479812,0.0,11.4482696012
2004-05-14,65.2620566748,3.30809390987,90.7422011407,35.152839584,11.4482696012
2004-05-15,72.1317468511,0.0,92.1825535398,29.2940329867,0.0
2004-05-16,63.5446341307,0.0,76.3386771501,64.4468725707,0.0
2004-05-17,70.414324307,0.0,74.8983247511,52.729259376,11.4482696012
2004-05-18,72.1317468511,6.61618781973,73.457972352,46.8704527787,76.3217973411
2004-05-19,63.5446341307,3.30809390987,46.0912767699,35.152839584,0.0
2004-05-20,61.8272115867,0.0,69.1369151548,17.576419792,22.8965392023
2004-05-21,53.2400988663,0.0,72.0176199529,0.0,22.8965392023
2004-05-22,54.9575214104,0.0,69.1369151548,64.4468725707,0.0
2004-05-23,54.9575214104,0.0,53.2930387652,0.0,0.0
2004-05-24,60.1097890426,0.0,54.7333911642,17.576419792,11.4482696012
2004-05-25,60.1097890426,13.2323756395,59.0544483614,17.576419792,22.8965392023
2004-05-26,75.5665919393,16.5404695493,76.3386771501,35.152839584,22.8965392023
2004-05-27,48.0878312341,3.30809390987,66.2562103567,17.576419792,22.8965392023
2004-05-28,94.4582399241,3.30809390987,83.5404391454,17.576419792,53.4252581388
2004-05-29,49.8052537781,6.61618781973,115.228191925,35.152839584,0.0
2004-05-30,41.2181410578,6.61618781973,95.0632583379,0.0,22.8965392023
2004-05-31,41.2181410578,0.0,69.1369151548,29.2940329867,0.0
2004-06-01,87.5885497478,9.9242817296,108.026429929,0.0,11.4482696012
2004-06-02,49.8052537781,0.0,76.3386771501,0.0,0.0
2004-06-03,113.349887909,3.30809390987,73.457972352,0.0,22.8965392023
2004-06-04,61.8272115867,7.71888578969,74.8983247511,58.5880659733,26.7126290694
2004-06-05,18.8916479848,0.0,53.2930387652,0.0,0.0
2004-06-06,44.6529861459,11.0269796996,105.145725131,0.0,19.0804493353
2004-06-07,77.2840144833,3.30809390987,43.2105719718,17.576419792,68.689617607
2004-06-08,25.7613381611,13.2323756395,93.6229059388,17.576419792,22.8965392023
2004-06-09,73.8491693952,0.0,70.5772675539,0.0,45.7930784047
2004-06-10,53.2400988663,0.0,83.5404391454,17.576419792,11.4482696012
2004-06-11,70.414324307,3.30809390987,79.2193819482,41.0116461813,11.4482696012
2004-06-12,65.2620566748,0.0,15.8438763896,0.0,41.9769885376
2004-06-13,48.0878312341,0.0,47.5316291689,0.0,41.9769885376
2004-06-14,41.2181410578,3.30809390987,83.5404391454,0.0,34.3448088035
2004-06-15,41.2181410578,6.61618781973,67.6965627558,17.576419792,22.8965392023
2004-06-16,68.696901763,9.9242817296,83.5404391454,35.152839584,11.4482696012
2004-06-17,63.5446341307,0.0,67.6965627558,17.576419792,11.4482696012
2004-06-18,80.7188595715,0.0,61.9351531595,41.0116461813,11.4482696012
2004-06-19,66.9794792189,0.0,103.705372732,0.0,0.0
2004-06-20,79.0014370274,0.0,108.026429929,0.0,22.8965392023
2004-06-21,79.0014370274,3.30809390987,61.9351531595,0.0,22.8965392023
2004-06-22,30.9136057933,9.9242817296,69.1369151548,0.0,22.8965392023
2004-06-23,53.2400988663,6.61618781973,84.9807915445,0.0,11.4482696012
2004-06-24,80.7188595715,0.0,54.7333911642,0.0,11.4482696012
2004-06-25,51.5226763222,11.0269796996,72.0176199529,0.0,11.4482696012
2004-06-26,8.58711272037,5.51348984978,69.1369151548,0.0,61.0574378729
2004-06-27,68.696901763,12.1296776695,122.42995392,0.0,0.0
2004-06-28,109.915042821,0.0,79.2193819482,17.576419792,45.7930784047
2004-06-29,36.0658734256,6.61618781973,73.457972352,17.576419792,0.0
2004-06-30,63.5446341307,0.0,47.5316291689,0.0,0.0
2004-07-01,65.2620566748,0.0,67.6965627558,0.0,11.4482696012
2004-07-02,53.2400988663,0.0,70.5772675539,0.0,0.0
2004-07-03,39.5007185137,0.0,82.1000867463,0.0,22.8965392023
2004-07-04,51.5226763222,6.61618781973,103.705372732,0.0,22.8965392023
2004-07-05,51.5226763222,11.0269796996,43.2105719718,0.0,0.0
2004-07-06,66.9794792189,6.61618781973,47.5316291689,17.576419792,34.3448088035
2004-07-07,77.2840144833,6.61618781973,72.0176199529,0.0,11.4482696012
2004-07-08,94.4582399241,6.61618781973,47.5316291689,17.576419792,22.8965392023
2004-07-09,51.5226763222,3.30809390987,76.3386771501,0.0,26.7126290694
2004-07-10,44.6529861459,5.51348984978,76.3386771501,0.0,0.0
2004-07-11,82.4362821156,17.6431675193,92.1825535398,29.2940329867,19.0804493353
2004-07-12,41.2181410578,0.0,80.6597343473,0.0,45.7930784047
2004-07-13,89.3059722919,6.61618781973,66.2562103567,17.576419792,11.4482696012
2004-07-14,44.6529861459,0.0,18.7245811878,0.0,0.0
2004-07-15,48.0878312341,0.0,74.8983247511,0.0,30.5287189365
2004-07-16,79.0014370274,0.0,51.8526863661,0.0,26.7126290694
2004-07-17,70.414324307,0.0,96.5036107369,29.2940329867,19.0804493353
2004-07-18,27.4787607052,0.0,37.4491623755,0.0,19.0804493353
2004-07-19,65.2620566748,3.30809390987,41.7702195727,0.0,34.3448088035
2004-07-20,89.3059722919,3.30809390987,74.8983247511,35.152839584,34.3448088035
2004-07-21,72.1317468511,3.30809390987,60.4948007605,17.576419792,34.3448088035
2004-07-22,89.3059722919,6.61618781973,66.2562103567,17.576419792,11.4482696012
2004-07-23,66.9794792189,0.0,56.1737435633,17.576419792,11.4482696012
2004-07-24,61.8272115867,0.0,28.8070479812,29.2940329867,0.0
2004-07-25,18.8916479848,0.0,15.8438763896,64.4468725707,19.0804493353
2004-07-26,96.1756624681,6.61618781973,80.6597343473,0.0,22.8965392023
2004-07-27,34.3484508815,3.30809390987,63.3755055586,35.152839584,0.0
2004-07-28,51.5226763222,9.9242817296,80.6597343473,17.576419792,11.4482696012
2004-07-29,51.5226763222,9.9242817296,51.8526863661,0.0,0.0
2004-07-30,49.8052537781,3.30809390987,47.5316291689,0.0,11.4482696012
2004-07-31,8.58711272037,5.51348984978,82.1000867463,0.0,0.0
2004-08-01,44.6529861459,0.0,97.943963136,29.2940329867,0.0
2004-08-02,49.8052537781,3.30809390987,30.2474003802,17.576419792,45.7930784047
2004-08-03,94.4582399241,6.61618781973,46.0912767699,35.152839584,22.8965392023
2004-08-04,106.480197733,9.9242817296,43.2105719718,0.0,11.4482696012
2004-08-05,84.1537046596,6.61618781973,44.6509243708,0.0,11.4482696012
2004-08-06,44.6529861459,6.61618781973,64.8158579576,0.0,11.4482696012
2004-08-07,17.1742254407,5.51348984978,105.145725131,0.0,0.0
2004-08-08,18.8916479848,0.0,115.228191925,0.0,0.0
2004-08-09,51.5226763222,6.61618781973,76.3386771501,0.0,11.4482696012
2004-08-10,63.5446341307,3.30809390987,61.9351531595,0.0,41.9769885376
2004-08-11,75.5665919393,9.9242817296,41.7702195727,17.576419792,22.8965392023
2004-08-12,70.414324307,6.61618781973,54.7333911642,0.0,22.8965392023
2004-08-13,70.414324307,3.30809390987,67.6965627558,17.576419792,11.4482696012
2004-08-14,42.9355636019,0.0,51.8526863661,0.0,0.0
2004-08-15,34.3484508815,5.51348984978,73.457972352,0.0,0.0
2004-08-16,44.6529861459,0.0,41.7702195727,17.576419792,11.4482696012
2004-08-17,79.0014370274,9.9242817296,48.971981568,17.576419792,41.9769885376
2004-08-18,49.8052537781,0.0,50.4123339671,17.576419792,22.8965392023
2004-08-19,72.1317468511,0.0,34.5684575774,0.0,34.3448088035
2004-08-20,85.8711272037,6.61618781973,27.3666955821,35.152839584,11.4482696012
2004-08-21,84.1537046596,11.0269796996,106.58607753,0.0,0.0
2004-08-22,25.7613381611,0.0,73.457972352,0.0,19.0804493353
2004-08-23,87.5885497478,0.0,86.4211439435,17.576419792,0.0
2004-08-24,56.6749439544,12.1296776695,56.1737435633,17.576419792,41.9769885376
2004-08-25,77.2840144833,3.30809390987,64.8158579576,17.576419792,11.4482696012
2004-08-26,65.2620566748,0.0,67.6965627558,35.152839584,0.0
2004-08-27,63.5446341307,6.61618781973,110.907134728,35.152839584,11.4482696012
2004-08-28,41.2181410578,0.0,54.7333911642,0.0,0.0
2004-08-29,80.7188595715,9.9242817296,115.228191925,0.0,0.0
2004-08-30,96.1756624681,0.0,51.8526863661,0.0,11.4482696012
2004-08-31,99.6105075563,3.30809390987,59.0544483614,29.2940329867,11.4482696012
2004-09-01,56.6749439544,3.30809390987,60.4948007605,17.576419792,22.8965392023
2004-09-02,63.5446341307,3.30809390987,40.3298671736,35.152839584,11.4482696012
2004-09-03,25.7613381611,3.30809390987,53.2930387652,17.576419792,45.7930784047
2004-09-04,34.3484508815,5.51348984978,92.1825535398,58.5880659733,0.0
2004-09-05,61.8272115867,5.51348984978,80.6597343473,29.2940329867,0.0
2004-09-06,22.326493073,8.82158375964,43.2105719718,23.4352263893,0.0
2004-09-07,32.6310283374,0.0,77.7790295492,46.8704527787,11.4482696012
2004-09-08,77.2840144833,5.51348984978,64.8158579576,0.0,30.5287189365
2004-09-09,96.1756624681,5.51348984978,50.4123339671,0.0,0.0
2004-09-10,79.0014370274,3.30809390987,57.6140959623,35.152839584,11.4482696012
2004-09-11,38.3489860341,3.64903952175,72.0176199529,45.3515969907,19.0804493353
2004-09-12,52.0450524749,9.73077205799,70.5772675539,20.6143622685,0.0
2004-09-13,64.3715122715,3.64903952175,51.8526863661,131.931918519,19.0804493353
2004-09-14,28.7617395256,3.64903952175,61.9351531595,251.495219676,57.2413480059
2004-09-15,78.0675787123,6.08173253624,64.8158579576,144.30053588,19.0804493353
2004-09-16,53.4146591189,4.25721277537,38.8895147746,119.563301157,30.5287189365
2004-09-17,52.0450524749,12.7716383261,57.6140959623,255.61809213,0.0
2004-09-18,6.84803322038,9.73077205799,109.466782328,20.6143622685,0.0
2004-09-19,80.8067920004,0.0,70.5772675539,0.0,0.0
2004-09-20,94.5028584412,1.82451976087,53.2930387652,144.30053588,11.4482696012
2004-09-21,26.0225262374,1.82451976087,43.2105719718,193.775005324,11.4482696012
2004-09-22,78.0675787123,1.82451976087,44.6509243708,53.5973418981,11.4482696012
2004-09-23,56.1538724071,9.73077205799,60.4948007605,41.228724537,0.0
2004-09-24,42.4578059663,6.08173253624,60.4948007605,86.5803215278,22.8965392023
2004-09-25,38.3489860341,3.64903952175,66.2562103567,24.7372347222,19.0804493353
2004-09-26,52.0450524749,6.68990578987,90.7422011407,0.0,0.0
2004-09-27,98.6116783734,0.0,81.56648254,53.5973418981,26.3896020817
2004-09-28,72.589152136,12.7716383261,60.851185387,136.054790972,43.9826701361
2004-09-29,58.8930856952,7.29807904349,68.6194218194,90.7031939815,8.79653402722
2004-09-30,83.5460052886,3.64903952175,37.5464760899,53.5973418981,29.3217800907
2004-10-01,61.6322989834,1.82451976087,72.5035400356,57.7202143519,20.5252460635
2004-10-02,30.1313461697,0.0,50.4935368105,0.0,0.0
2004-10-03,50.6754458308,6.68990578987,60.851185387,0.0,0.0
2004-10-04,58.8930856952,1.82451976087,71.2088339635,74.2117041667,17.5930680544
2004-10-05,94.5028584412,7.29807904349,69.9141278915,86.5803215278,8.79653402722
2004-10-06,78.0675787123,3.64903952175,64.7353036032,12.3686173611,17.5930680544
2004-10-07,26.0225262374,11.5552918189,91.9241311165,12.3686173611,0.0
2004-10-08,56.1538724071,12.7716383261,44.0200064502,0.0,8.79653402722
2004-10-09,31.5009528137,6.68990578987,116.523546486,45.3515969907,0.0
2004-10-10,36.97937939,6.68990578987,71.2088339635,0.0,0.0
2004-10-11,67.1107255597,1.82451976087,75.0929521797,41.228724537,8.79653402722
2004-10-12,35.609772746,0.0,66.0300096753,317.461178935,0.0
2004-10-13,45.1970192545,4.86538602899,42.7253003781,82.4574490741,0.0
2004-10-14,47.9362325426,5.47355928262,41.430594306,90.7031939815,26.3896020817
2004-10-15,36.97937939,10.3389453116,73.7982461076,53.5973418981,0.0
2004-10-16,58.8930856952,3.04086626812,111.344722198,45.3515969907,14.6608900454
2004-10-17,43.8274126104,6.68990578987,47.9041246664,0.0,14.6608900454
2004-10-18,71.2195454919,3.64903952175,46.6094185943,12.3686173611,26.3896020817
2004-10-19,61.6322989834,5.47355928262,66.0300096753,86.5803215278,17.5930680544
2004-10-20,63.0019056275,3.64903952175,94.5135432607,86.5803215278,8.79653402722
2004-10-21,72.589152136,1.82451976087,72.5035400356,49.4744694444,26.3896020817
2004-10-22,86.2852185767,0.0,55.6723610988,12.3686173611,38.1183141179
2004-10-23,50.6754458308,12.7716383261,47.9041246664,20.6143622685,0.0
2004-10-24,27.3921328815,0.0,98.3976614769,0.0,29.3217800907
2004-10-25,73.9587587801,0.0,34.9570639457,24.7372347222,8.79653402722
2004-10-26,72.589152136,5.47355928262,90.6294250445,255.61809213,8.79653402722
2004-10-27,69.8499388478,3.64903952175,50.4935368105,61.8430868056,8.79653402722
2004-10-28,54.784265763,1.82451976087,67.3247157473,61.8430868056,17.5930680544
2004-10-29,19.1744930171,0.0,34.9570639457,0.0,0.0
2004-10-30,64.3715122715,4.86538602899,111.344722198,0.0,46.9148481452
2004-10-31,28.7617395256,3.04086626812,90.6294250445,0.0,0.0
2004-11-01,64.3715122715,0.0,49.1988307384,24.7372347222,26.3896020817
2004-11-02,65.7411189156,1.82451976087,40.135888234,24.7372347222,8.79653402722
2004-11-03,56.1538724071,7.29807904349,63.4405975311,12.3686173611,8.79653402722
2004-11-04,73.9587587801,5.47355928262,58.2617732429,0.0,26.3896020817
2004-11-05,75.3283654241,1.82451976087,80.271776468,12.3686173611,8.79653402722
2004-11-06,84.9156119327,3.04086626812,80.271776468,0.0,14.6608900454
2004-11-07,84.9156119327,6.08173253624,27.1888275133,20.6143622685,14.6608900454
2004-11-08,31.5009528137,0.0,29.7782396575,49.4744694444,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,60.2626923393,0.0,46.6094185943,16.4914898148,35.1861361089
2004-11-11,52.0450524749,1.82451976087,41.430594306,12.3686173611,8.79653402722
2004-11-12,52.0450524749,0.0,58.2617732429,53.5973418981,17.5930680544
2004-11-13,34.2401661019,6.08173253624,66.0300096753,20.6143622685,14.6608900454
2004-11-14,47.9362325426,6.08173253624,58.2617732429,20.6143622685,0.0
2004-11-15,72.589152136,3.64903952175,64.7353036032,24.7372347222,0.0
2004-11-16,50.6754458308,0.0,51.7882428826,0.0,35.1861361089
2004-11-17,76.6979720682,1.82451976087,60.851185387,12.3686173611,0.0
2004-11-18,65.7411189156,5.47355928262,42.7253003781,12.3686173611,26.3896020817
2004-11-19,119.155778035,0.0,84.1558946842,0.0,0.0
2004-11-20,32.8705594578,4.86538602899,60.851185387,0.0,23.4574240726
2004-11-21,32.8705594578,3.04086626812,37.5464760899,0.0,14.6608900454
2004-11-22,64.3715122715,3.64903952175,56.9670671708,12.3686173611,8.79653402722
2004-11-23,36.97937939,0.0,31.0729457295,12.3686173611,8.79653402722
2004-11-24,52.0450524749,1.82451976087,90.6294250445,41.228724537,20.5252460635
2004-11-25,71.2195454919,0.0,112.63942827,0.0,35.1861361089
2004-11-26,49.3058391867,0.0,125.58648899,0.0,0.0
2004-11-27,21.9137063052,6.68990578987,117.818252558,0.0,0.0
2004-11-28,27.3921328815,12.1634650725,102.281779693,0.0,0.0
2004-11-29,65.7411189156,4.86538602899,62.1458914591,24.7372347222,8.79653402722
2004-11-30,53.4146591189,1.82451976087,85.4506007562,12.3686173611,8.79653402722
2004-12-01,42.4578059663,0.0,62.1458914591,45.3515969907,0.0
2004-12-02,63.0019056275,1.82451976087,115.228840414,0.0,0.0
2004-12-03,71.2195454919,1.82451976087,94.5135432607,37.1058520833,17.5930680544
2004-12-04,58.8930856952,0.0,75.0929521797,20.6143622685,0.0
2004-12-05,32.8705594578,0.0,60.851185387,37.1058520833,14.6608900454
2004-12-06,79.4371853564,3.64903952175,42.7253003781,12.3686173611,8.79653402722
2004-12-07,58.8930856952,4.86538602899,66.0300096753,0.0,14.6608900454
2004-12-08,73.9587587801,3.64903952175,69.9141278915,0.0,23.4574240726
2004-12-09,61.6322989834,4.86538602899,94.5135432607,0.0,32.2539580998
2004-12-10,41.0881993223,0.0,73.7982461076,24.7372347222,17.5930680544
2004-12-11,65.7411189156,3.04086626812,49.1988307384,0.0,0.0
2004-12-12,26.0225262374,0.0,37.5464760899,20.6143622685,0.0
2004-12-13,61.6322989834,8.51442555074,77.6823643238,0.0,41.050492127
2004-12-14,79.4371853564,0.0,60.851185387,0.0,0.0
2004-12-15,56.1538724071,3.64903952175,80.271776468,12.3686173611,8.79653402722
2004-12-16,49.3058391867,5.47355928262,69.9141278915,0.0,35.1861361089
2004-12-17,63.0019056275,1.82451976087,63.4405975311,12.3686173611,0.0
2004-12-18,50.6754458308,3.04086626812,81.56648254,0.0,0.0
2004-12-19,28.7617395256,3.04086626812,62.1458914591,0.0,0.0
2004-12-20,64.3715122715,5.47355928262,60.851185387,12.3686173611,17.5930680544
2004-12-21,69.8499388478,0.0,32.3676518016,0.0,29.3217800907
2004-12-22,36.97937939,1.82451976087,84.1558946842,0.0,0.0
2004-12-23,80.8067920004,2.4326930145,55.6723610988,0.0,0.0
2004-12-24,61.6322989834,3.64903952175,80.271776468,24.7372347222,0.0
2004-12-25,31.5009528137,9.12259880436,59.5564793149,0.0,43.9826701361
2004-12-26,26.0225262374,19.461544116,73.7982461076,0.0,0.0
2004-12-27,36.97937939,4.86538602899,45.3147125222,0.0,43.9826701361
2004-12-28,47.9362325426,4.25721277537,63.4405975311,0.0,32.2539580998
2004-12-29,95.8724650853,4.25721277537,54.3776550267,12.3686173611,20.5252460635
2004-12-30,43.8274126104,0.0,75.0929521797,16.4914898148,20.5252460635
2004-12-31,50.6754458308,5.47355928262,108.755310053,0.0,0.0
2005-01-01,45.1970192545,0.0,64.7353036032,0.0,23.4574240726
2005-01-02,32.8705594578,6.08173253624,88.0400129004,20.6143622685,0.0
