date,benefit,benevolence,benevolent,bequeath,betroth
2004-04-11,46.3262560715,0.0,0.0,0.0,0.0
2004-04-12,0.0,0.0,0.0,0.0,0.0
2004-04-13,0.0,0.0,0.0,0.0,0.0
2004-04-14,70.5422535634,0.0,0.0,0.0,0.0
2004-04-15,92.652512143,0.0,0.0,0.0,0.0
2004-04-16,67.3836451949,0.0,0.0,0.0,0.0
2004-04-17,63.1721673703,0.0,0.0,0.0,0.0
2004-04-18,46.3262560715,0.0,11.6140975117,0.0,0.0
2004-04-19,47.3791255277,0.0,0.0,0.0,0.0
2004-04-20,70.5422535634,0.0,14.5176218896,0.0,0.0
2004-04-21,81.0709481252,0.0,14.5176218896,0.0,0.0
2004-04-22,81.0709481252,0.0,0.0,0.0,0.0
2004-04-23,45.2733866153,0.0,0.0,0.0,0.0
2004-04-24,52.6434728085,0.0,0.0,0.0,0.0
2004-04-25,40.0090393345,0.0,11.6140975117,0.0,0.0
2004-04-26,88.4410343184,0.0,0.0,0.0,0.0
2004-04-27,66.3307757388,0.0,5.80704875585,0.0,0.0
2004-04-28,93.7053815992,0.0,0.0,0.0,0.0
2004-04-29,87.3881648622,0.0,14.5176218896,0.0,0.0
2004-04-30,85.2824259498,0.0,0.0,0.0,0.0
2004-05-01,68.4365146511,0.0,0.0,0.0,0.0
2004-05-02,17.8987807549,0.0,23.2281950234,0.0,0.0
2004-05-03,70.5422535634,0.0,5.80704875585,0.0,0.0
2004-05-04,68.4365146511,0.0,20.3246706455,0.0,0.0
2004-05-05,53.6963422647,0.0,20.3246706455,0.0,0.0
2004-05-06,73.700861932,0.0,5.80704875585,0.0,0.0
2004-05-07,52.6434728085,0.0,8.71057313377,0.0,0.0
2004-05-08,44.2205171592,0.0,0.0,0.0,0.0
2004-05-09,38.9561698783,0.0,0.0,0.0,0.0
2004-05-10,102.128337249,0.0,0.0,0.0,0.0
2004-05-11,84.2295564937,0.0,5.80704875585,0.0,0.0
2004-05-12,93.7053815992,0.0,0.0,0.0,0.0
2004-05-13,78.9652092128,0.0,5.80704875585,0.0,0.0
2004-05-14,76.8594703005,0.0,8.71057313377,0.0,0.0
2004-05-15,43.167647703,0.0,14.5176218896,0.0,0.0
2004-05-16,28.4274753166,0.0,0.0,0.0,0.0
2004-05-17,70.5422535634,0.0,14.5176218896,0.0,0.0
2004-05-18,65.2779062826,0.0,5.80704875585,0.0,0.0
2004-05-19,62.1192979141,0.0,14.5176218896,0.0,0.0
2004-05-20,55.8020811771,0.0,0.0,0.0,0.0
2004-05-21,80.018078669,0.0,8.71057313377,0.0,0.0
2004-05-22,47.3791255277,0.0,0.0,0.0,0.0
2004-05-23,47.3791255277,0.0,11.6140975117,0.0,0.0
2004-05-24,70.5422535634,0.0,0.0,0.0,0.0
2004-05-25,53.6963422647,0.0,5.80704875585,0.0,0.0
2004-05-26,71.5951230196,0.0,8.71057313377,0.0,0.0
2004-05-27,83.1766870375,0.0,0.0,0.0,0.0
2004-05-28,60.0135590017,0.0,0.0,0.0,0.0
2004-05-29,30.533214229,0.0,0.0,0.0,0.0
2004-05-30,21.0573891234,0.0,0.0,0.0,0.0
2004-05-31,30.533214229,0.0,0.0,0.0,0.0
2004-06-01,77.9123397566,0.0,14.5176218896,0.0,0.0
2004-06-02,85.2824259498,0.0,29.0352437792,0.0,0.0
2004-06-03,65.2779062826,0.0,8.71057313377,0.0,0.0
2004-06-04,55.8020811771,0.0,0.0,0.0,0.0
2004-06-05,32.6389531413,0.0,0.0,0.0,0.0
2004-06-06,37.9033004222,0.0,0.0,0.0,0.0
2004-06-07,67.3836451949,0.0,8.71057313377,0.0,0.0
2004-06-08,54.7492117209,0.0,0.0,0.0,0.0
2004-06-09,69.4893841073,0.0,0.0,0.0,0.0
2004-06-10,52.6434728085,0.0,8.71057313377,0.0,0.0
2004-06-11,58.9606895456,0.0,8.71057313377,0.0,0.0
2004-06-12,29.4803447728,0.0,0.0,0.0,0.0
2004-06-13,33.6918225975,0.0,0.0,0.0,0.0
2004-06-14,87.3881648622,0.0,14.5176218896,0.0,0.0
2004-06-15,55.8020811771,0.0,14.5176218896,0.0,0.0
2004-06-16,54.7492117209,0.0,14.5176218896,0.0,0.0
2004-06-17,63.1721673703,0.0,46.4563900468,0.0,0.0
2004-06-18,50.5377338962,0.0,0.0,0.0,0.0
2004-06-19,20.0045196672,0.0,14.5176218896,0.0,0.0
2004-06-20,21.0573891234,0.0,0.0,0.0,0.0
2004-06-21,51.5906033524,0.0,0.0,0.0,0.0
2004-06-22,69.4893841073,0.0,14.5176218896,0.0,0.0
2004-06-23,68.4365146511,0.0,8.71057313377,0.0,0.0
2004-06-24,84.2295564937,0.0,0.0,0.0,0.0
2004-06-25,53.6963422647,0.0,8.71057313377,0.0,0.0
2004-06-26,48.4319949839,0.0,14.5176218896,0.0,0.0
2004-06-27,41.0619087907,0.0,0.0,0.0,0.0
2004-06-28,88.4410343184,0.0,0.0,0.0,0.0
2004-06-29,95.8111205115,0.0,0.0,0.0,0.0
2004-06-30,66.3307757388,0.0,0.0,0.0,0.0
2004-07-01,74.7537313881,0.0,14.5176218896,0.0,0.0
2004-07-02,54.7492117209,0.0,8.71057313377,0.0,0.0
2004-07-03,40.0090393345,0.0,14.5176218896,0.0,0.0
2004-07-04,27.3746058604,0.0,0.0,0.0,0.0
2004-07-05,45.2733866153,0.0,0.0,0.0,0.0
2004-07-06,46.3262560715,0.0,0.0,0.0,0.0
2004-07-07,77.9123397566,0.0,14.5176218896,0.0,0.0
2004-07-08,54.7492117209,0.0,0.0,0.0,0.0
2004-07-09,67.3836451949,0.0,0.0,0.0,0.0
2004-07-10,28.4274753166,0.0,0.0,0.0,0.0
2004-07-11,57.9078200894,0.0,14.5176218896,0.0,0.0
2004-07-12,69.4893841073,0.0,0.0,0.0,0.0
2004-07-13,65.2779062826,0.0,0.0,0.0,0.0
2004-07-14,47.3791255277,0.0,0.0,0.0,0.0
2004-07-15,56.8549506332,0.0,8.71057313377,0.0,0.0
2004-07-16,68.4365146511,0.0,0.0,0.0,0.0
2004-07-17,32.6389531413,0.0,0.0,0.0,0.0
2004-07-18,28.4274753166,0.0,0.0,0.0,0.0
2004-07-19,81.0709481252,0.0,5.80704875585,0.0,0.0
2004-07-20,81.0709481252,0.0,0.0,0.0,0.0
2004-07-21,68.4365146511,0.0,0.0,0.0,0.0
2004-07-22,46.3262560715,0.0,0.0,0.0,0.0
2004-07-23,69.4893841073,0.0,0.0,0.0,0.0
2004-07-24,42.1147782468,0.0,11.6140975117,0.0,0.0
2004-07-25,37.9033004222,0.0,0.0,0.0,0.0
2004-07-26,64.2250368264,0.0,14.5176218896,0.0,0.0
2004-07-27,60.0135590017,0.0,20.3246706455,0.0,0.0
2004-07-28,97.9168594239,0.0,8.71057313377,0.0,0.0
2004-07-29,60.0135590017,0.0,0.0,0.0,0.0
2004-07-30,62.1192979141,0.0,17.4211462675,0.0,0.0
2004-07-31,36.850430966,0.0,11.6140975117,0.0,0.0
2004-08-01,61.0664284579,0.0,0.0,0.0,0.0
2004-08-02,64.2250368264,0.0,14.5176218896,0.0,0.0
2004-08-03,47.3791255277,0.0,14.5176218896,0.0,0.0
2004-08-04,92.652512143,0.0,0.0,0.0,0.0
2004-08-05,65.2779062826,0.0,8.71057313377,0.0,0.0
2004-08-06,84.2295564937,0.0,0.0,0.0,0.0
2004-08-07,60.0135590017,0.0,0.0,0.0,0.0
2004-08-08,37.9033004222,0.0,0.0,0.0,0.0
2004-08-09,74.7537313881,0.0,0.0,0.0,0.0
2004-08-10,67.3836451949,0.0,0.0,0.0,0.0
2004-08-11,87.3881648622,0.0,23.2281950234,0.0,0.0
2004-08-12,69.4893841073,0.0,0.0,0.0,0.0
2004-08-13,76.8594703005,0.0,0.0,0.0,0.0
2004-08-14,27.3746058604,0.0,0.0,0.0,0.0
2004-08-15,36.850430966,0.0,0.0,0.0,0.0
2004-08-16,71.5951230196,0.0,23.2281950234,0.0,0.0
2004-08-17,65.2779062826,0.0,14.5176218896,0.0,0.0
2004-08-18,54.7492117209,0.0,5.80704875585,0.0,0.0
2004-08-19,63.1721673703,0.0,0.0,0.0,0.0
2004-08-20,42.1147782468,0.0,8.71057313377,0.0,0.0
2004-08-21,34.7446920536,0.0,0.0,0.0,0.0
2004-08-22,17.8987807549,0.0,26.1317194013,0.0,0.0
2004-08-23,60.0135590017,0.0,20.3246706455,0.0,0.0
2004-08-24,74.7537313881,0.0,0.0,0.0,0.0
2004-08-25,57.9078200894,0.0,0.0,0.0,0.0
2004-08-26,67.3836451949,0.0,0.0,0.0,0.0
2004-08-27,71.5951230196,0.0,8.71057313377,0.0,0.0
2004-08-28,34.7446920536,0.0,0.0,0.0,0.0
2004-08-29,51.5906033524,0.0,0.0,0.0,0.0
2004-08-30,74.7537313881,0.0,5.80704875585,0.0,0.0
2004-08-31,75.8066008443,0.0,0.0,0.0,0.0
2004-09-01,72.6479924758,0.0,0.0,0.0,0.0
2004-09-02,61.0664284579,0.0,5.80704875585,0.0,0.0
2004-09-03,74.7537313881,0.0,0.0,0.0,0.0
2004-09-04,26.3217364043,0.0,0.0,0.0,0.0
2004-09-05,64.2250368264,0.0,11.6140975117,0.0,0.0
2004-09-06,37.9033004222,0.0,11.6140975117,0.0,0.0
2004-09-07,77.9123397566,0.0,5.80704875585,0.0,0.0
2004-09-08,56.8549506332,0.0,5.80704875585,0.0,0.0
2004-09-09,95.8111205115,0.0,5.80704875585,0.0,0.0
2004-09-10,68.4365146511,0.0,5.80704875585,0.0,0.0
2004-09-11,45.2733866153,0.0,11.6140975117,0.0,0.0
2004-09-12,60.0135590017,0.0,11.6140975117,0.0,0.0
2004-09-13,61.0664284579,0.0,11.6140975117,0.0,0.0
2004-09-14,65.2779062826,0.0,0.0,0.0,0.0
2004-09-15,54.7492117209,0.0,20.3246706455,0.0,0.0
2004-09-16,100.022598336,0.0,0.0,0.0,0.0
2004-09-17,61.0664284579,0.0,5.80704875585,0.0,0.0
2004-09-18,44.2205171592,0.0,0.0,0.0,0.0
2004-09-19,48.4319949839,0.0,0.0,0.0,0.0
2004-09-20,67.3836451949,0.0,20.3246706455,0.0,0.0
2004-09-21,56.8549506332,0.0,0.0,0.0,0.0
2004-09-22,84.2295564937,0.0,0.0,0.0,0.0
2004-09-23,85.2824259498,0.0,5.80704875585,0.0,0.0
2004-09-24,73.700861932,1.65457387853,0.0,0.0,0.0
2004-09-25,45.2733866153,0.0,0.0,0.0,0.0
2004-09-26,55.8020811771,3.30914775707,11.6140975117,0.0,0.0
2004-09-27,95.4062295687,0.0,20.3246706455,0.0,0.0
2004-09-28,68.3155717899,0.0,6.77489021515,0.0,0.0
2004-09-29,76.5605545921,1.65457387853,6.77489021515,0.0,0.0
2004-09-30,67.1377171039,0.0,20.3246706455,0.0,0.0
2004-10-01,62.4262983597,0.0,6.77489021515,0.0,0.0
2004-10-02,55.3591702436,3.30914775707,0.0,0.0,0.0
2004-10-03,56.5370249296,0.0,10.1623353227,0.0,0.0
2004-10-04,82.4498280223,0.0,0.0,0.0,0.0
2004-10-05,90.6948108245,0.0,6.77489021515,0.0,0.0
2004-10-06,84.8055373944,0.0,0.0,0.0,0.0
2004-10-07,82.4498280223,1.65457387853,6.77489021515,0.0,0.0
2004-10-08,97.7619389407,0.0,6.77489021515,0.0,0.0
2004-10-09,51.8256061855,0.0,0.0,0.0,0.0
2004-10-10,55.3591702436,0.0,13.5497804303,0.0,0.0
2004-10-11,70.671281162,0.0,0.0,0.0,0.0
2004-10-12,60.0705889877,0.0,0.0,0.0,0.0
2004-10-13,116.607613917,0.0,0.0,0.0,0.0
2004-10-14,85.9833920804,1.65457387853,13.5497804303,0.0,0.0
2004-10-15,71.849135848,0.0,6.77489021515,0.0,0.0
2004-10-16,70.671281162,0.0,0.0,0.0,0.0
2004-10-17,44.7584780693,0.0,33.8744510758,0.0,0.0
2004-10-18,80.0941186502,1.65457387853,6.77489021515,0.0,0.0
2004-10-19,76.5605545921,3.30914775707,0.0,0.0,0.0
2004-10-20,94.2283748826,0.0,0.0,0.0,0.0
2004-10-21,81.2719733363,0.0,20.3246706455,0.0,0.0
2004-10-22,84.8055373944,0.0,0.0,0.0,0.0
2004-10-23,62.4262983597,3.30914775707,0.0,0.0,0.0
2004-10-24,94.2283748826,2.4818608178,10.1623353227,0.0,0.0
2004-10-25,71.849135848,1.65457387853,0.0,0.0,0.0
2004-10-26,74.2048452201,1.65457387853,6.77489021515,0.0,0.0
2004-10-27,94.2283748826,0.0,0.0,0.0,0.0
2004-10-28,74.2048452201,0.0,13.5497804303,0.0,0.0
2004-10-29,31.8020765229,0.0,0.0,0.0,0.0
2004-10-30,23.5570937207,0.0,16.9372255379,0.0,0.0
2004-10-31,49.4698968134,0.0,0.0,0.0,0.0
2004-11-01,102.473357685,0.0,6.77489021515,0.0,0.0
2004-11-02,94.2283748826,1.65457387853,20.3246706455,0.0,0.0
2004-11-03,78.9162639642,0.0,27.0995608606,0.0,0.0
2004-11-04,41.2249140112,0.0,6.77489021515,0.0,0.0
2004-11-05,93.0505201966,0.0,13.5497804303,0.0,0.0
2004-11-06,71.849135848,0.0,0.0,0.0,0.0
2004-11-07,31.8020765229,2.4818608178,0.0,0.0,0.0
2004-11-08,27.0906577788,0.0,0.0,0.0,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,90.6948108245,0.0,27.0995608606,0.0,0.0
2004-11-11,58.8927343016,0.0,13.5497804303,0.0,0.0
2004-11-12,67.1377171039,0.0,6.77489021515,0.0,0.0
2004-11-13,55.3591702436,0.0,0.0,0.0,0.0
2004-11-14,47.1141874413,0.0,0.0,0.0,0.0
2004-11-15,74.2048452201,0.0,6.77489021515,0.0,0.0
2004-11-16,91.8726655106,1.65457387853,6.77489021515,0.0,0.0
2004-11-17,65.9598624178,0.0,6.77489021515,0.0,0.0
2004-11-18,74.2048452201,1.65457387853,0.0,0.0,0.0
2004-11-19,117.785468603,0.0,0.0,0.0,0.0
2004-11-20,97.7619389407,0.0,16.9372255379,0.0,0.0
2004-11-21,60.0705889877,0.0,10.1623353227,0.0,0.0
2004-11-22,81.2719733363,0.0,20.3246706455,0.0,0.0
2004-11-23,67.1377171039,0.0,13.5497804303,0.0,0.0
2004-11-24,64.7820077318,0.0,6.77489021515,0.0,0.0
2004-11-25,44.7584780693,0.0,0.0,0.0,0.0
2004-11-26,55.3591702436,0.0,0.0,0.0,0.0
2004-11-27,41.2249140112,0.0,13.5497804303,0.0,0.0
2004-11-28,27.0906577788,0.0,44.0367863985,0.0,0.0
2004-11-29,83.6276827083,0.0,13.5497804303,0.0,0.0
2004-11-30,87.1612467664,0.0,0.0,0.0,0.0
2004-12-01,53.0034608715,0.0,6.77489021515,0.0,0.0
2004-12-02,102.473357685,0.0,6.77489021515,0.0,0.0
2004-12-03,65.9598624178,0.0,6.77489021515,0.0,0.0
2004-12-04,70.671281162,0.0,0.0,0.0,0.0
2004-12-05,58.8927343016,0.0,0.0,0.0,0.0
2004-12-06,73.026990534,0.0,6.77489021515,0.0,0.0
2004-12-07,68.3155717899,0.0,6.77489021515,0.0,0.0
2004-12-08,81.2719733363,1.65457387853,13.5497804303,0.0,0.0
2004-12-09,69.4934264759,5.79100857487,6.77489021515,0.0,0.0
2004-12-10,55.3591702436,1.65457387853,13.5497804303,0.0,0.0
2004-12-11,48.2920421274,0.0,0.0,0.0,0.0
2004-12-12,41.2249140112,0.0,0.0,0.0,0.0
2004-12-13,85.9833920804,1.65457387853,6.77489021515,0.0,0.0
2004-12-14,78.9162639642,0.0,0.0,0.0,0.0
2004-12-15,70.671281162,0.0,0.0,0.0,0.0
2004-12-16,85.9833920804,0.0,6.77489021515,0.0,0.0
2004-12-17,55.3591702436,0.0,20.3246706455,0.0,0.0
2004-12-18,48.2920421274,0.0,10.1623353227,0.0,0.0
2004-12-19,41.2249140112,0.0,0.0,0.0,0.0
2004-12-20,75.3826999061,0.0,0.0,0.0,0.0
2004-12-21,78.9162639642,0.0,0.0,0.0,0.0
2004-12-22,63.6041530458,0.0,0.0,0.0,0.0
2004-12-23,63.6041530458,2.4818608178,10.1623353227,0.0,0.0
2004-12-24,25.9128030927,0.0,13.5497804303,0.0,0.0
2004-12-25,23.5570937207,0.0,0.0,0.0,0.0
2004-12-26,54.1813155575,0.0,0.0,0.0,0.0
2004-12-27,65.9598624178,0.0,0.0,0.0,0.0
2004-12-28,62.4262983597,1.65457387853,0.0,0.0,0.0
2004-12-29,51.8256061855,0.0,0.0,0.0,0.0
2004-12-30,41.2249140112,4.13643469633,0.0,0.0,0.0
2004-12-31,43.5806233832,0.0,0.0,0.0,0.0
2005-01-01,51.8256061855,0.0,0.0,0.0,0.0
2005-01-02,48.2920421274,0.0,10.1623353227,0.0,0.0
2005-01-03,56.5370249296,0.0,6.77489021515,0.0,0.0
2005-01-04,69.4934264759,1.65457387853,13.5497804303,0.0,0.0
2005-01-05,69.4934264759,1.65457387853,13.5497804303,0.0,0.0
2005-01-06,71.849135848,0.0,6.77489021515,0.0,0.0
2005-01-07,90.6948108245,0.0,13.5497804303,0.0,0.0
2005-01-08,58.8927343016,2.4818608178,0.0,0.0,0.0
2005-01-09,53.0034608715,0.0,30.4870059682,0.0,0.0
2005-01-10,63.6041530458,1.65457387853,6.77489021515,0.0,0.0
2005-01-11,76.5605545921,0.0,0.0,0.0,0.0
2005-01-12,100.117648313,0.0,6.77489021515,0.0,0.0
2005-01-13,74.2048452201,1.65457387853,6.77489021515,0.0,0.0
2005-01-14,73.026990534,1.65457387853,13.5497804303,0.0,0.0
2005-01-15,88.3391014525,2.4818608178,0.0,0.0,0.0
2005-01-16,45.9363327553,0.0,0.0,0.0,0.0
2005-01-17,109.540485801,0.0,13.5497804303,0.0,0.0
2005-01-18,87.1612467664,0.0,6.77489021515,0.0,0.0
2005-01-19,90.6948108245,0.0,13.5497804303,0.0,0.0
2005-01-20,78.9162639642,0.0,6.77489021515,0.0,0.0
2005-01-21,63.6041530458,0.0,6.77489021515,0.0,0.0
2005-01-22,29.4463671508,2.4818608178,0.0,0.0,0.0
2005-01-23,75.3826999061,0.0,0.0,0.0,0.0
2005-01-24,68.3155717899,0.0,6.77489021515,0.0,0.0
2005-01-25,89.5169561385,0.0,0.0,0.0,0.0
2005-01-26,73.026990534,1.65457387853,10.1623353227,0.0,0.0
2005-01-27,65.9598624178,1.65457387853,6.77489021515,0.0,0.0
2005-01-28,98.9397936268,0.0,13.5497804303,0.0,0.0
2005-01-29,45.9363327553,2.4818608178,27.0995608606,0.0,0.0
2005-01-30,49.4698968134,0.0,0.0,0.0,0.0
2005-01-31,64.7820077318,1.65457387853,6.77489021515,0.0,0.0
2005-02-01,69.4934264759,0.0,10.1623353227,0.0,0.0
2005-02-02,89.5169561385,0.0,0.0,0.0,0.0
2005-02-03,77.7384092782,0.0,16.9372255379,0.0,0.0
2005-02-04,87.1612467664,0.0,0.0,0.0,0.0
2005-02-05,34.157785895,0.0,10.1623353227,0.0,0.0
2005-02-06,62.4262983597,0.0,10.1623353227,0.0,0.0
2005-02-07,94.2283748826,1.65457387853,6.77489021515,0.0,0.0
2005-02-08,56.5370249296,0.0,10.1623353227,0.0,0.0
2005-02-09,94.2283748826,0.0,10.1623353227,0.0,0.0
2005-02-10,67.1377171039,1.65457387853,10.1623353227,0.0,0.0
2005-02-11,57.7148796156,0.0,6.77489021515,0.0,0.0
2005-02-12,67.1377171039,0.0,10.1623353227,0.0,0.0
2005-02-13,58.8927343016,0.0,10.1623353227,0.0,0.0
2005-02-14,70.671281162,0.0,0.0,0.0,0.0
2005-02-15,58.8927343016,0.0,0.0,0.0,0.0
2005-02-16,68.3155717899,0.0,10.1623353227,0.0,0.0
2005-02-17,71.849135848,1.65457387853,10.1623353227,0.0,0.0
2005-02-18,67.1377171039,0.0,0.0,0.0,0.0
2005-02-19,63.6041530458,0.0,0.0,0.0,0.0
2005-02-20,61.2484436737,0.0,10.1623353227,0.0,0.0
2005-02-21,67.1377171039,0.0,6.77489021515,0.0,0.0
2005-02-22,70.671281162,1.65457387853,10.1623353227,0.0,0.0
2005-02-23,81.2719733363,0.0,10.1623353227,0.0,0.0
2005-02-24,89.5169561385,0.0,0.0,0.0,0.0
2005-02-25,96.5840842547,1.65457387853,13.5497804303,0.0,0.0
2005-02-26,25.9128030927,0.0,0.0,0.0,0.0
2005-02-27,62.4262983597,0.0,0.0,0.0,0.0
2005-02-28,77.7384092782,0.0,10.1623353227,0.0,0.0
2005-03-01,75.3826999061,0.0,6.77489021515,0.0,0.0
2005-03-02,85.9833920804,0.0,0.0,0.0,0.0
2005-03-03,109.540485801,0.0,6.77489021515,0.0,0.0
2005-03-04,64.7820077318,0.0,6.77489021515,0.0,0.0
2005-03-05,32.9799312089,0.0,20.3246706455,0.0,0.0
2005-03-06,73.026990534,0.0,10.1623353227,0.0,0.0
2005-03-07,78.9162639642,0.0,6.77489021515,0.0,0.0
2005-03-08,62.4262983597,0.0,20.3246706455,0.0,0.0
2005-03-09,89.5169561385,0.0,10.1623353227,0.0,0.0
2005-03-10,81.2719733363,0.0,30.4870059682,0.0,0.0
2005-03-11,74.2048452201,0.0,6.77489021515,0.0,0.0
2005-03-12,58.8927343016,0.0,10.1623353227,0.0,0.0
2005-03-13,42.4027686972,0.0,0.0,0.0,0.0
2005-03-14,88.3391014525,0.0,10.1623353227,0.0,0.0
2005-03-15,87.1612467664,0.0,10.1623353227,0.0,0.0
