date,gain,generosity,gift,gold,guide
2004-07-16,8.80139272128,0,22.6864367269,45.1305215416,118.143558787
2004-07-17,4.40069636064,0,21.1740076118,53.8094679919,118.143558787
2004-07-18,13.2020890819,0,19.6615784967,57.281046572,131.270620874
2004-07-19,11.0017409016,0,21.1740076118,53.8094679919,111.580027743
2004-07-20,11.0017409016,0,25.7112949572,48.6021001217,106.65737946
2004-07-21,11.0017409016,0,27.2237240723,43.3947322515,103.375613938
2004-07-22,11.0017409016,0,21.1740076118,52.0736787018,114.861793265
2004-07-23,11.0017409016,0,22.6864367269,50.3378894117,108.298262221
2004-07-24,11.0017409016,0,24.1988658421,53.8094679919,126.347972591
2004-07-25,4.40069636064,0,16.6367202664,59.016835862,126.347972591
2004-07-26,11.0017409016,0,18.1491493816,45.1305215416,106.65737946
2004-07-27,8.80139272128,0,25.7112949572,43.3947322515,105.016496699
2004-07-28,11.0017409016,0,24.1988658421,45.1305215416,103.375613938
2004-07-29,8.80139272128,0,25.7112949572,45.1305215416,96.8120828948
2004-07-30,6.60104454096,0,24.1988658421,50.3378894117,103.375613938
2004-07-31,8.80139272128,0,24.1988658421,60.7526251521,119.784441548
2004-08-01,8.80139272128,0,22.6864367269,52.0736787018,114.861793265
2004-08-02,11.0017409016,0,24.1988658421,43.3947322515,101.734731178
2004-08-03,11.0017409016,0,24.1988658421,52.0736787018,113.220910504
2004-08-04,15.4024372622,0,24.1988658421,46.8663108316,108.298262221
2004-08-05,8.80139272128,0,24.1988658421,45.1305215416,101.734731178
2004-08-06,8.80139272128,0,25.7112949572,52.0736787018,114.861793265
2004-08-07,6.60104454096,0,21.1740076118,52.0736787018,114.861793265
2004-08-08,11.0017409016,0,19.6615784967,53.8094679919,131.270620874
2004-08-09,13.2020890819,0,25.7112949572,52.0736787018,105.016496699
2004-08-10,15.4024372622,0,27.2237240723,46.8663108316,100.093848417
2004-08-11,4.40069636064,0,28.7361531875,55.5452572819,98.4529656557
2004-08-12,6.60104454096,0,24.1988658421,50.3378894117,106.65737946
2004-08-13,8.80139272128,0,24.1988658421,48.6021001217,109.939144982
2004-08-14,11.0017409016,0,15.1242911513,53.8094679919,119.784441548
2004-08-15,8.80139272128,0,19.6615784967,50.3378894117,126.347972591
2004-08-16,8.80139272128,0,25.7112949572,59.016835862,101.734731178
2004-08-17,11.0017409016,0,24.1988658421,55.5452572819,108.298262221
2004-08-18,8.80139272128,0,24.1988658421,55.5452572819,109.939144982
2004-08-19,6.60104454096,0,22.6864367269,60.7526251521,106.65737946
2004-08-20,8.80139272128,0,25.7112949572,59.016835862,111.580027743
2004-08-21,6.60104454096,0,27.2237240723,55.5452572819,126.347972591
2004-08-22,6.60104454096,0,19.6615784967,69.4315716024,132.911503635
2004-08-23,8.80139272128,0,24.1988658421,74.6389394726,106.65737946
2004-08-24,8.80139272128,0,24.1988658421,64.2242037322,118.143558787
2004-08-25,8.80139272128,0,24.1988658421,59.016835862,96.8120828948
2004-08-26,8.80139272128,0,22.6864367269,64.2242037322,105.016496699
2004-08-27,11.0017409016,0,28.7361531875,57.281046572,95.1712001338
2004-08-28,6.60104454096,0,22.6864367269,64.2242037322,127.988855352
2004-08-29,8.80139272128,0,22.6864367269,67.6957823123,132.911503635
2004-08-30,6.60104454096,0,21.1740076118,65.9599930223,111.580027743
2004-08-31,8.80139272128,0,24.1988658421,55.5452572819,103.375613938
2004-09-01,11.0017409016,0,24.1988658421,43.3947322515,106.65737946
2004-09-02,8.80139272128,0,18.1491493816,52.0736787018,101.734731178
2004-09-03,6.60104454096,0,22.6864367269,52.0736787018,103.375613938
2004-09-04,6.60104454096,0,18.1491493816,43.3947322515,119.784441548
2004-09-05,6.60104454096,0,18.1491493816,59.016835862,116.502676026
2004-09-06,8.80139272128,0,13.6118620362,43.3947322515,124.707089831
2004-09-07,13.2020890819,0,21.1740076118,41.6589429614,105.016496699
2004-09-08,8.80139272128,0,22.6864367269,39.9231536714,103.375613938
2004-09-09,11.0017409016,0,27.2237240723,41.6589429614,100.093848417
2004-09-10,6.60104454096,0,24.1988658421,43.3947322515,100.093848417
2004-09-11,9.62777690569,0,24.1988658421,54.4460488811,128.840678781
2004-09-12,9.62777690569,0,18.1491493816,47.640292771,115.793521436
2004-09-13,7.70222152455,0,25.7112949572,44.2374147159,96.2227854184
2004-09-14,11.5533322868,0,21.1740076118,54.4460488811,104.377258759
2004-09-15,7.70222152455,0,19.6615784967,62.9532440188,94.5918907503
2004-09-16,7.70222152455,0,25.7112949572,49.3417317985,101.115469423
2004-09-17,5.77666614341,0,22.6864367269,51.043170826,101.115469423
2004-09-18,11.5533322868,0,27.2237240723,57.8489269362,123.947994776
2004-09-19,9.62777690569,0,19.6615784967,39.1330976333,125.578889444
2004-09-20,9.62777690569,0,22.6864367269,49.3417317985,107.639048095
2004-09-21,7.70222152455,0,22.6864367269,51.043170826,110.900837431
2004-09-22,9.62777690569,0,22.6864367269,42.5359756884,106.008153427
2004-09-23,5.77666614341,0,21.1740076118,44.2374147159,101.115469423
2004-09-24,7.70222152455,0,24.1988658421,47.640292771,104.377258759
2004-09-25,11.5533322868,0,21.1740076118,47.640292771,123.947994776
2004-09-26,5.77666614341,0,19.6615784967,54.4460488811,128.840678781
2004-09-27,9.62777690569,0,24.5545074707,54.4460488811,110.900837431
2004-09-28,7.70222152455,0,24.5545074707,49.3417317985,96.2227854184
2004-09-29,7.70222152455,0,21.4851940369,45.9388537434,96.2227854184
2004-09-30,9.62777690569,0,21.4851940369,45.9388537434,107.639048095
2004-10-01,7.70222152455,0,26.0891641877,51.043170826,94.5918907503
2004-10-02,7.70222152455,0,27.6238209046,45.9388537434,117.424416104
2004-10-03,11.5533322868,0,24.5545074707,49.3417317985,136.995152121
2004-10-04,9.62777690569,0,23.0198507538,40.8345366608,102.746364091
2004-10-05,7.70222152455,0,26.0891641877,44.2374147159,104.377258759
2004-10-06,9.62777690569,0,24.5545074707,44.2374147159,92.9609960822
2004-10-07,9.62777690569,0,27.6238209046,42.5359756884,101.115469423
2004-10-08,9.62777690569,0,23.0198507538,44.2374147159,96.2227854184
2004-10-09,7.70222152455,0,23.0198507538,45.9388537434,122.317100108
2004-10-10,9.62777690569,0,19.95053732,45.9388537434,123.947994776
2004-10-11,7.70222152455,0,24.5545074707,45.9388537434,106.008153427
2004-10-12,11.5533322868,0,26.0891641877,61.2518049912,119.055310772
2004-10-13,9.62777690569,0,29.1584776215,45.9388537434,101.115469423
2004-10-14,9.62777690569,0,27.6238209046,44.2374147159,97.8536800865
2004-10-15,5.77666614341,0,26.0891641877,40.8345366608,106.008153427
2004-10-16,3.85111076228,0,29.1584776215,52.7446098536,125.578889444
2004-10-17,7.70222152455,0,21.4851940369,45.9388537434,135.364257453
2004-10-18,7.70222152455,0,23.0198507538,45.9388537434,106.008153427
2004-10-19,5.77666614341,0,29.1584776215,44.2374147159,101.115469423
2004-10-20,9.62777690569,0,27.6238209046,49.3417317985,94.5918907503
2004-10-21,7.70222152455,0,29.1584776215,45.9388537434,104.377258759
2004-10-22,7.70222152455,0,27.6238209046,42.5359756884,107.639048095
2004-10-23,11.5533322868,0,26.0891641877,44.2374147159,112.5317321
2004-10-24,7.70222152455,0,24.5545074707,47.640292771,127.209784113
2004-10-25,9.62777690569,0,26.0891641877,40.8345366608,94.5918907503
2004-10-26,9.62777690569,0,27.6238209046,47.640292771,97.8536800865
2004-10-27,9.62777690569,0,26.0891641877,40.8345366608,104.377258759
2004-10-28,5.77666614341,0,30.6931343384,42.5359756884,106.008153427
2004-10-29,7.70222152455,0,23.0198507538,49.3417317985,123.947994776
2004-10-30,7.70222152455,0,21.4851940369,44.2374147159,115.793521436
2004-10-31,9.62777690569,0,26.0891641877,44.2374147159,138.626046789
2004-11-01,7.70222152455,0,33.7624477723,44.2374147159,127.209784113
2004-11-02,9.62777690569,0,27.6238209046,40.8345366608,143.518730794
2004-11-03,7.70222152455,0,27.6238209046,44.2374147159,91.3301014141
2004-11-04,7.70222152455,0,35.2971044892,45.9388537434,99.4845747546
2004-11-05,7.70222152455,0,33.7624477723,44.2374147159,107.639048095
2004-11-06,5.77666614341,0,30.6931343384,44.2374147159,117.424416104
2004-11-07,5.77666614341,0,30.6931343384,54.4460488811,123.947994776
2004-11-08,13.478887668,0,33.7624477723,57.8489269362,136.995152121
2004-11-09,0.0,0,0.0,0.0,0.0
2004-11-10,7.70222152455,0,42.9703880738,42.5359756884,84.8065227417
2004-11-11,11.5533322868,0,39.90107464,52.7446098536,97.8536800865
2004-11-12,9.62777690569,0,32.2277910554,54.4460488811,96.2227854184
2004-11-13,7.70222152455,0,32.2277910554,61.2518049912,119.055310772
2004-11-14,7.70222152455,0,41.4357313569,52.7446098536,130.471573449
2004-11-15,9.62777690569,0,44.5050447907,59.5503659637,110.900837431
2004-11-16,9.62777690569,0,42.9703880738,45.9388537434,96.2227854184
2004-11-17,9.62777690569,0,41.4357313569,52.7446098536,104.377258759
2004-11-18,7.70222152455,0,42.9703880738,64.6546830463,92.9609960822
2004-11-19,11.5533322868,0,41.4357313569,49.3417317985,120.68620544
2004-11-20,9.62777690569,0,39.90107464,52.7446098536,106.008153427
2004-11-21,9.62777690569,0,46.0397015077,62.9532440188,117.424416104
2004-11-22,9.62777690569,0,47.5743582246,51.043170826,101.115469423
2004-11-23,9.62777690569,0,44.5050447907,51.043170826,96.2227854184
2004-11-24,5.77666614341,0,47.5743582246,52.7446098536,110.900837431
2004-11-25,7.70222152455,0,42.9703880738,54.4460488811,120.68620544
2004-11-26,7.70222152455,0,58.316955243,57.8489269362,119.055310772
2004-11-27,11.5533322868,0,47.5743582246,64.6546830463,132.102468117
2004-11-28,9.62777690569,0,61.3862686769,54.4460488811,135.364257453
2004-11-29,9.62777690569,0,59.85161196,52.7446098536,107.639048095
2004-11-30,9.62777690569,0,64.4555821107,57.8489269362,96.2227854184
2004-12-01,5.77666614341,0,69.0595522615,52.7446098536,96.2227854184
2004-12-02,9.62777690569,0,65.9902388276,62.9532440188,99.4845747546
2004-12-03,9.62777690569,0,70.5942089784,54.4460488811,94.5918907503
2004-12-04,9.62777690569,0,75.1981791292,47.640292771,110.900837431
2004-12-05,11.5533322868,0,79.8021492799,59.5503659637,133.733362785
2004-12-06,7.70222152455,0,82.8714627138,52.7446098536,114.162626768
2004-12-07,9.62777690569,0,78.267492563,56.1474879086,99.4845747546
2004-12-08,7.70222152455,0,79.8021492799,52.7446098536,96.2227854184
2004-12-09,7.70222152455,0,81.3368059969,51.043170826,94.5918907503
2004-12-10,7.70222152455,0,87.4754328645,56.1474879086,94.5918907503
2004-12-11,7.70222152455,0,84.4061194307,52.7446098536,117.424416104
2004-12-12,7.70222152455,0,92.0794030153,51.043170826,128.840678781
2004-12-13,9.62777690569,0,98.218029883,51.043170826,104.377258759
2004-12-14,7.70222152455,0,99.7526865999,51.043170826,99.4845747546
2004-12-15,7.70222152455,0,101.287343317,44.2374147159,97.8536800865
2004-12-16,9.62777690569,0,107.425970185,54.4460488811,92.9609960822
2004-12-17,7.70222152455,0,102.822000034,56.1474879086,104.377258759
2004-12-18,7.70222152455,0,110.495283618,49.3417317985,112.5317321
2004-12-19,5.77666614341,0,99.7526865999,61.2518049912,115.793521436
2004-12-20,5.77666614341,0,110.495283618,49.3417317985,101.115469423
2004-12-21,7.70222152455,0,115.099253769,62.9532440188,102.746364091
2004-12-22,5.77666614341,0,99.7526865999,52.7446098536,107.639048095
2004-12-23,3.85111076228,0,95.1487164492,49.3417317985,104.377258759
2004-12-24,5.77666614341,0,90.5447462984,45.9388537434,109.269942763
2004-12-25,5.77666614341,0,58.316955243,44.2374147159,140.256941457
2004-12-26,5.77666614341,0,33.7624477723,59.5503659637,128.840678781
2004-12-27,7.70222152455,0,36.8317612061,54.4460488811,112.5317321
2004-12-28,7.70222152455,0,35.2971044892,47.640292771,115.793521436
2004-12-29,7.70222152455,0,33.7624477723,49.3417317985,119.055310772
2004-12-30,7.70222152455,0,32.2277910554,42.5359756884,120.68620544
2004-12-31,7.70222152455,0,29.1584776215,52.7446098536,133.733362785
2005-01-01,9.62777690569,0,23.0198507538,56.1474879086,132.102468117
2005-01-02,7.70222152455,0,23.0198507538,51.043170826,141.887836125
2005-01-03,9.62777690569,0,24.5545074707,45.9388537434,112.5317321
2005-01-04,9.62777690569,0,24.5545074707,49.3417317985,94.5918907503
2005-01-05,7.70222152455,0,24.5545074707,49.3417317985,106.008153427
2005-01-06,9.62777690569,0,23.0198507538,39.1330976333,110.900837431
2005-01-07,9.62777690569,0,24.5545074707,45.9388537434,101.115469423
2005-01-08,5.77666614341,0,23.0198507538,47.640292771,122.317100108
2005-01-09,7.70222152455,0,19.95053732,47.640292771,135.364257453
2005-01-10,11.5533322868,0,27.6238209046,51.043170826,109.269942763
2005-01-11,11.5533322868,0,24.5545074707,42.5359756884,99.4845747546
2005-01-12,7.70222152455,0,21.4851940369,44.2374147159,97.8536800865
2005-01-13,7.70222152455,0,21.4851940369,49.3417317985,109.269942763
2005-01-14,7.70222152455,0,21.4851940369,47.640292771,97.8536800865
2005-01-15,7.70222152455,0,21.4851940369,45.9388537434,130.471573449
2005-01-16,7.70222152455,0,19.95053732,51.043170826,130.471573449
2005-01-17,7.70222152455,0,26.0891641877,51.043170826,114.162626768
2005-01-18,7.70222152455,0,24.5545074707,47.640292771,107.639048095
2005-01-19,11.5533322868,0,24.5545074707,44.2374147159,107.639048095
2005-01-20,9.62777690569,0,24.5545074707,40.8345366608,109.269942763
2005-01-21,11.5533322868,0,21.4851940369,45.9388537434,96.2227854184
2005-01-22,5.77666614341,0,21.4851940369,51.043170826,127.209784113
2005-01-23,11.5533322868,0,24.5545074707,54.4460488811,122.317100108
