date,contribution,cooperative,donate,donation,economize
2004-02-22,32.4213270547,39.7738534463,32.4009791066,78.1640540914,0.0
2004-02-23,52.2924629915,65.1849264814,38.6319366271,64.4510621456,0.0
2004-02-24,42.8798196531,66.2897557438,16.2004895533,38.3963774484,0.0
2004-02-25,29.2837792753,34.2497071343,31.1547876025,68.5649597293,0.0
2004-02-26,36.6047240941,32.0400486095,36.1395536189,61.7084637564,0.0
2004-02-27,65.8885033693,57.4511216446,61.0633837008,61.7084637564,0.0
2004-02-28,39.7422718736,36.4593656591,74.7714902459,52.1093693943,0.0
2004-02-29,16.7335881573,86.1766824669,0.0,21.9407871134,0.0
2004-03-01,36.6047240941,61.8704386942,53.5862346762,94.6196444265,0.0
2004-03-02,51.2466137317,65.1849264814,18.6928725615,93.2483452319,0.0
2004-03-03,46.0173674325,24.3062437727,13.7081065451,45.2528734214,0.0
2004-03-04,23.0086837163,64.080097219,22.4314470738,85.0205500644,0.0
2004-03-05,25.1003822359,0.0,14.9542980492,64.4510621456,0.0
2004-03-06,61.70510633,37.5641949215,31.1547876025,91.8770460373,0.0
2004-03-07,31.3754777949,50.8221460702,0.0,83.6492508698,0.0
2004-03-08,0.0,0.0,0.0,0.0,0.0
2004-03-09,0.0,0.0,0.0,0.0,0.0
2004-03-10,4.18339703932,38.6690241839,27.4162130902,67.1936605347,0.0
2004-03-11,48.1090659522,89.4911702541,43.6167026435,127.530825097,0.0
2004-03-12,50.2007644719,74.0235605806,77.2638732541,79.535353286,0.0
2004-03-13,11.5043418581,41.9835119711,19.9390640656,67.1936605347,0.0
2004-03-14,73.2094481881,54.1366338574,33.6471706107,74.0501565077,0.0
2004-03-15,47.0632166924,70.7090727934,36.1395536189,91.8770460373,0.0
2004-03-16,44.9715181727,68.4994142686,34.8933621148,101.476140399,0.0
2004-03-17,42.8798196531,56.3462923822,16.2004895533,78.1640540914,0.0
2004-03-18,27.1920807556,72.9187313182,69.7867242295,76.7927548968,0.0
2004-03-19,43.9256689129,34.2497071343,21.1852555697,67.1936605347,0.0
2004-03-20,63.7968048497,43.0883412335,0.0,83.6492508698,0.0
2004-03-21,62.7509555898,29.8303900847,6.23095752049,111.075234762,0.0
2004-03-22,13.5960403778,56.3462923822,16.2004895533,69.9362589239,0.0
2004-03-23,0.0,0.0,0.0,0.0,0.0
2004-03-24,39.7422718736,66.2897557438,37.385745123,100.104841205,0.0
2004-03-25,36.6047240941,13.2579511488,43.6167026435,64.4510621456,0.0
2004-03-26,35.5588748342,54.1366338574,42.3705111394,87.7631484535,0.0
2004-03-27,5.22924629915,36.4593656591,27.4162130902,37.0250782538,0.0
2004-03-28,35.5588748342,57.4511216446,93.4643628074,78.1640540914,0.0
2004-03-29,46.0173674325,45.2979997583,54.8324261803,104.218738789,0.0
2004-03-30,74.255297448,71.8139020558,44.8628941476,89.1344476481,0.0
2004-03-31,44.9715181727,64.080097219,41.1243196353,67.1936605347,0.0
2004-04-01,38.6964226137,67.3945850062,53.5862346762,67.1936605347,0.0
2004-04-02,37.6505733539,65.1849264814,28.6624045943,80.9066524806,0.0
2004-04-03,51.2466137317,59.6607801694,74.7714902459,82.2779516752,0.0
2004-04-04,43.9256689129,46.4028290206,39.8781281312,72.6788573131,0.0
2004-04-05,36.6047240941,59.6607801694,27.4162130902,91.8770460373,0.0
2004-04-06,32.4213270547,69.604243531,27.4162130902,82.2779516752,0.0
2004-04-07,36.6047240941,51.9269753326,31.1547876025,122.045628318,0.0
2004-04-08,37.6505733539,57.4511216446,12.461915041,67.1936605347,0.0
2004-04-09,28.2379300154,60.7656094318,48.6014686598,42.5102750322,0.0
2004-04-10,52.2924629915,55.2414631198,48.6014686598,76.7927548968,0.0
2004-04-11,18.825286677,19.8869267231,44.8628941476,98.7335420102,0.0
2004-04-12,0.0,0.0,0.0,0.0,0.0
2004-04-13,0.0,0.0,0.0,0.0,0.0
2004-04-14,66.9343526292,56.3462923822,33.6471706107,87.7631484535,0.0
2004-04-15,41.8339703932,29.8303900847,38.6319366271,67.1936605347,0.0
2004-04-16,31.3754777949,44.1931704959,37.385745123,97.3622428156,0.0
2004-04-17,6.27509555898,56.3462923822,42.3705111394,101.476140399,0.0
2004-04-18,5.22924629915,28.7255608223,32.4009791066,79.535353286,0.0
2004-04-19,51.2466137317,67.3945850062,52.3400431721,79.535353286,0.0
2004-04-20,27.1920807556,50.8221460702,24.923830082,67.1936605347,0.0
2004-04-21,15.6877388975,55.2414631198,33.6471706107,69.9362589239,0.0
2004-04-22,28.2379300154,62.9752679566,41.1243196353,69.9362589239,0.0
2004-04-23,37.6505733539,47.507658283,41.1243196353,80.9066524806,0.0
2004-04-24,34.5130255744,48.6124875454,34.8933621148,60.3371645618,0.0
2004-04-25,32.4213270547,17.6772681983,58.5710006926,100.104841205,0.0
2004-04-26,18.825286677,58.555950907,47.3552771558,97.3622428156,0.0
2004-04-27,18.825286677,70.7090727934,24.923830082,76.7927548968,0.0
2004-04-28,28.2379300154,56.3462923822,63.555766709,82.2779516752,0.0
2004-04-29,29.2837792753,81.7573654173,34.8933621148,46.6241726159,0.0
2004-04-30,16.7335881573,57.4511216446,19.9390640656,85.0205500644,0.0
2004-05-01,11.5043418581,51.9269753326,32.4009791066,28.7972830863,0.0
2004-05-02,10.4584925983,56.3462923822,38.6319366271,42.5102750322,0.0
2004-05-03,15.6877388975,90.5959995165,51.093851668,68.5649597293,0.0
2004-05-04,33.4671763146,48.6124875454,33.6471706107,109.703935567,0.0
2004-05-05,28.2379300154,56.3462923822,41.1243196353,69.9362589239,0.0
2004-05-06,26.1462314958,44.1931704959,27.4162130902,80.9066524806,0.0
2004-05-07,10.4584925983,89.4911702541,46.1090856517,60.3371645618,0.0
2004-05-08,6.27509555898,30.9352193471,21.1852555697,46.6241726159,0.0
2004-05-09,17.7794374171,37.5641949215,21.1852555697,31.5398814755,0.0
2004-05-10,29.2837792753,99.4346336157,51.093851668,80.9066524806,0.0
2004-05-11,18.825286677,45.2979997583,26.1700215861,56.223266978,0.0
2004-05-12,27.1920807556,60.7656094318,32.4009791066,83.6492508698,0.0
2004-05-13,31.3754777949,59.6607801694,26.1700215861,90.5057468427,0.0
2004-05-14,7.32094481881,51.9269753326,28.6624045943,82.2779516752,0.0
2004-05-15,23.0086837163,48.6124875454,27.4162130902,60.3371645618,0.0
2004-05-16,16.7335881573,17.6772681983,41.1243196353,90.5057468427,0.0
2004-05-17,44.9715181727,70.7090727934,46.1090856517,108.332636372,0.0
2004-05-18,42.8798196531,78.4428776301,29.9085960984,101.476140399,0.0
2004-05-19,12.550191118,88.3863409917,44.8628941476,93.2483452319,0.0
2004-05-20,23.0086837163,51.9269753326,19.9390640656,56.223266978,0.0
2004-05-21,10.4584925983,64.080097219,63.555766709,75.4214557023,0.0
2004-05-22,29.2837792753,49.7173168078,56.0786176844,76.7927548968,0.0
2004-05-23,28.2379300154,36.4593656591,41.1243196353,104.218738789,0.0
2004-05-24,21.9628344564,72.9187313182,71.0329157336,74.0501565077,0.0
2004-05-25,31.3754777949,23.2014145103,26.1700215861,86.3918492589,0.0
2004-05-26,25.1003822359,64.080097219,42.3705111394,71.3075581185,0.0
2004-05-27,23.0086837163,62.9752679566,27.4162130902,60.3371645618,0.0
2004-05-28,33.4671763146,70.7090727934,39.8781281312,68.5649597293,0.0
2004-05-29,31.3754777949,26.5159022975,22.4314470738,64.4510621456,0.0
2004-05-30,6.27509555898,13.2579511488,14.9542980492,50.7380701997,0.0
2004-05-31,5.22924629915,44.1931704959,12.461915041,34.2824798647,0.0
2004-06-01,18.825286677,47.507658283,42.3705111394,101.476140399,0.0
2004-06-02,37.6505733539,67.3945850062,53.5862346762,100.104841205,0.0
2004-06-03,23.0086837163,87.2815117293,47.3552771558,86.3918492589,0.0
2004-06-04,20.9169851966,70.7090727934,51.093851668,60.3371645618,0.0
2004-06-05,11.5043418581,30.9352193471,68.5405327254,38.3963774484,0.0
2004-06-06,0.0,41.9835119711,53.5862346762,82.2779516752,0.0
2004-06-07,23.0086837163,65.1849264814,42.3705111394,90.5057468427,0.0
2004-06-08,26.1462314958,57.4511216446,34.8933621148,109.703935567,0.0
2004-06-09,46.0173674325,45.2979997583,47.3552771558,86.3918492589,0.0
2004-06-10,40.7881211334,89.4911702541,28.6624045943,31.5398814755,0.0
2004-06-11,14.6418896376,78.4428776301,48.6014686598,74.0501565077,0.0
2004-06-12,24.0545329761,50.8221460702,28.6624045943,86.3918492589,0.0
2004-06-13,17.7794374171,56.3462923822,28.6624045943,69.9362589239,0.0
2004-06-14,19.8711359368,47.507658283,38.6319366271,80.9066524806,0.0
2004-06-15,23.0086837163,86.1766824669,53.5862346762,97.3622428156,0.0
2004-06-16,19.8711359368,56.3462923822,31.1547876025,52.1093693943,0.0
2004-06-17,24.0545329761,64.080097219,19.9390640656,93.2483452319,0.0
2004-06-18,25.1003822359,65.1849264814,38.6319366271,61.7084637564,0.0
2004-06-19,17.7794374171,82.8621946797,42.3705111394,63.079762951,0.0
2004-06-20,12.550191118,33.1448778719,7.47714902459,49.3667710051,0.0
2004-06-21,23.0086837163,88.3863409917,47.3552771558,56.223266978,0.0
2004-06-22,9.41264333848,75.128389843,38.6319366271,85.0205500644,0.0
2004-06-23,13.5960403778,43.0883412335,56.0786176844,87.7631484535,0.0
2004-06-24,20.9169851966,39.7738534463,41.1243196353,72.6788573131,0.0
2004-06-25,17.7794374171,46.4028290206,29.9085960984,61.7084637564,0.0
2004-06-26,11.5043418581,74.0235605806,42.3705111394,76.7927548968,0.0
2004-06-27,12.550191118,51.9269753326,36.1395536189,64.4510621456,0.0
2004-06-28,19.8711359368,87.2815117293,36.1395536189,95.9909436211,0.0
2004-06-29,19.8711359368,55.2414631198,38.6319366271,94.6196444265,0.0
2004-06-30,19.8711359368,41.9835119711,71.0329157336,69.9362589239,0.0
2004-07-01,24.0545329761,76.2332191053,49.8476601639,63.079762951,0.0
2004-07-02,15.6877388975,56.3462923822,41.1243196353,64.4510621456,0.0
2004-07-03,18.825286677,71.8139020558,29.9085960984,113.817833151,0.0
2004-07-04,13.5960403778,20.9917559855,23.6776385779,68.5649597293,0.0
2004-07-05,16.7335881573,40.8786827087,104.680086344,79.535353286,0.0
2004-07-06,29.2837792753,62.9752679566,54.8324261803,108.332636372,0.0
2004-07-07,35.5588748342,74.0235605806,38.6319366271,79.535353286,0.0
2004-07-08,42.8798196531,53.031804595,23.6776385779,104.218738789,0.0
2004-07-09,32.4213270547,71.8139020558,47.3552771558,69.9362589239,0.0
2004-07-10,16.7335881573,41.9835119711,61.0633837008,37.0250782538,0.0
2004-07-11,23.0086837163,24.3062437727,21.1852555697,45.2528734214,0.0
2004-07-12,21.9628344564,64.080097219,61.0633837008,91.8770460373,0.0
2004-07-13,31.3754777949,54.1366338574,41.1243196353,53.4806685889,0.0
2004-07-14,14.6418896376,15.4676096735,51.093851668,56.223266978,0.0
2004-07-15,12.550191118,40.8786827087,31.1547876025,61.7084637564,0.0
2004-07-16,39.7422718736,53.031804595,33.6471706107,75.4214557023,0.0
2004-07-17,23.0086837163,24.3062437727,81.0024477664,67.1936605347,0.0
2004-07-18,28.2379300154,59.6607801694,53.5862346762,102.847439594,0.0
2004-07-19,28.2379300154,70.7090727934,61.0633837008,71.3075581185,0.0
2004-07-20,25.1003822359,60.7656094318,61.0633837008,57.5945661726,0.0
2004-07-21,29.2837792753,65.1849264814,58.5710006926,97.3622428156,0.0
2004-07-22,10.4584925983,59.6607801694,47.3552771558,78.1640540914,0.0
2004-07-23,32.4213270547,40.8786827087,51.093851668,69.9362589239,0.0
2004-07-24,33.4671763146,41.9835119711,53.5862346762,89.1344476481,0.0
2004-07-25,28.2379300154,41.9835119711,61.0633837008,75.4214557023,0.0
2004-07-26,40.7881211334,25.4110730351,52.3400431721,137.129919459,0.0
2004-07-27,25.1003822359,69.604243531,41.1243196353,113.817833151,0.0
2004-07-28,29.2837792753,71.8139020558,34.8933621148,93.2483452319,0.0
2004-07-29,36.6047240941,56.3462923822,43.6167026435,78.1640540914,0.0
2004-07-30,25.1003822359,60.7656094318,33.6471706107,52.1093693943,0.0
2004-07-31,28.2379300154,54.1366338574,74.7714902459,97.3622428156,0.0
2004-08-01,5.22924629915,66.2897557438,33.6471706107,45.2528734214,0.0
2004-08-02,23.0086837163,65.1849264814,53.5862346762,101.476140399,0.0
2004-08-03,25.1003822359,53.031804595,67.2943412213,86.3918492589,0.0
2004-08-04,41.8339703932,68.4994142686,49.8476601639,76.7927548968,0.0
2004-08-05,19.8711359368,62.9752679566,27.4162130902,100.104841205,0.0
2004-08-06,31.3754777949,33.1448778719,42.3705111394,97.3622428156,0.0
2004-08-07,28.2379300154,36.4593656591,54.8324261803,45.2528734214,0.0
2004-08-08,29.2837792753,30.9352193471,48.6014686598,45.2528734214,0.0
2004-08-09,48.1090659522,54.1366338574,46.1090856517,67.1936605347,0.0
2004-08-10,49.154915212,78.4428776301,26.1700215861,68.5649597293,0.0
2004-08-11,34.5130255744,62.9752679566,22.4314470738,45.2528734214,0.0
2004-08-12,44.9715181727,37.5641949215,57.3248091885,46.6241726159,0.0
2004-08-13,16.7335881573,47.507658283,44.8628941476,39.767676643,0.0
2004-08-14,16.7335881573,28.7255608223,32.4009791066,42.5102750322,0.0
2004-08-15,5.22924629915,58.555950907,39.8781281312,43.8815742268,0.0
2004-08-16,21.9628344564,62.9752679566,29.9085960984,83.6492508698,0.0
2004-08-17,37.6505733539,77.3380483677,48.6014686598,98.7335420102,0.0
2004-08-18,25.1003822359,57.4511216446,37.385745123,71.3075581185,0.0
2004-08-19,35.5588748342,64.080097219,42.3705111394,85.0205500644,0.0
2004-08-20,27.1920807556,47.507658283,53.5862346762,80.9066524806,0.0
2004-08-21,20.9169851966,11.048292624,32.4009791066,27.4259838917,0.0
2004-08-22,10.4584925983,64.080097219,19.9390640656,28.7972830863,0.0
2004-08-23,21.9628344564,49.7173168078,63.555766709,102.847439594,0.0
2004-08-24,20.9169851966,72.9187313182,43.6167026435,90.5057468427,0.0
2004-08-25,25.1003822359,41.9835119711,32.4009791066,93.2483452319,0.0
2004-08-26,38.6964226137,57.4511216446,29.9085960984,67.1936605347,0.0
2004-08-27,16.7335881573,46.4028290206,32.4009791066,57.5945661726,0.0
2004-08-28,31.3754777949,45.2979997583,63.555766709,83.6492508698,0.0
2004-08-29,20.9169851966,22.0965852479,48.6014686598,47.9954718105,0.0
2004-08-30,17.7794374171,66.2897557438,28.6624045943,94.6196444265,0.0
2004-08-31,11.5043418581,53.031804595,38.6319366271,63.079762951,0.0
2004-09-01,17.7794374171,44.1931704959,39.8781281312,67.1936605347,0.0
2004-09-02,52.2924629915,68.4994142686,54.8324261803,56.223266978,0.0
2004-09-03,27.1920807556,57.4511216446,28.6624045943,65.8223613401,0.0
2004-09-04,15.6877388975,34.2497071343,57.3248091885,69.9362589239,0.0
2004-09-05,16.7335881573,29.8303900847,39.8781281312,94.6196444265,0.0
2004-09-06,23.0086837163,48.6124875454,76.01768175,60.3371645618,0.0
2004-09-07,32.4213270547,58.555950907,38.6319366271,80.9066524806,0.0
2004-09-08,37.6505733539,36.4593656591,34.8933621148,56.223266978,0.0
2004-09-09,32.4213270547,79.5477068925,27.4162130902,95.9909436211,0.0
2004-09-10,34.5130255744,33.1448778719,22.4314470738,102.847439594,0.0
2004-09-11,14.6418896376,32.0400486095,17.4466810574,58.9658653672,0.0
2004-09-12,24.0545329761,50.8221460702,28.6624045943,43.8815742268,0.0
2004-09-13,46.0173674325,78.4428776301,19.9390640656,82.2779516752,0.0
2004-09-14,11.5043418581,32.0400486095,43.6167026435,98.7335420102,0.0
2004-09-15,53.3383122514,47.507658283,33.6471706107,69.9362589239,0.0
2004-09-16,17.7794374171,68.4994142686,27.4162130902,100.104841205,0.0
2004-09-17,20.9169851966,55.2414631198,36.1395536189,60.3371645618,0.0
2004-09-18,38.6964226137,51.9269753326,23.6776385779,102.847439594,0.0
2004-09-19,38.6964226137,36.4593656591,76.01768175,26.0546846971,0.0
2004-09-20,51.2466137317,62.9752679566,33.6471706107,97.3622428156,0.0
2004-09-21,33.4671763146,53.031804595,46.1090856517,54.8519677835,0.0
2004-09-22,16.7335881573,62.9752679566,51.093851668,67.1936605347,0.0
2004-09-23,40.7881211334,95.0153165661,44.8628941476,53.4806685889,0.0
2004-09-24,39.7422718736,38.6690241839,29.9085960984,43.8815742268,0.0
2004-09-25,25.1003822359,36.4593656591,47.3552771558,71.3075581185,0.0
2004-09-26,33.4671763146,40.8786827087,23.6776385779,69.9362589239,0.0
2004-09-27,36.7533615055,75.1514867877,29.4074186543,79.0452702455,0.0
2004-09-28,47.7793699572,81.4141106866,47.0518698469,79.0452702455,0.0
2004-09-29,88.2080676133,75.1514867877,29.4074186543,88.5307026749,0.0
2004-09-30,73.506723011,46.9696792423,38.2296442506,66.3980270062,0.0
2004-10-01,69.8313868605,84.5454226361,32.3481605198,44.2653513375,0.0
2004-10-02,55.1300422583,34.4444314444,32.3481605198,47.4271621473,0.0
2004-10-03,25.7273530539,56.3636150908,38.2296442506,91.6925134848,0.0
2004-10-04,58.8053784088,75.1514867877,49.9926117124,94.8543242946,0.0
2004-10-05,36.7533615055,78.2827987372,29.4074186543,47.4271621473,0.0
2004-10-06,44.1040338066,65.7575509392,32.3481605198,60.0744053866,0.0
2004-10-07,29.4026892044,62.6262389897,17.6444511926,66.3980270062,0.0
2004-10-08,66.1560507099,53.2323031413,38.2296442506,75.8834594357,0.0
2004-10-09,29.4026892044,43.8383672928,41.1703861161,85.3688918651,0.0
2004-10-10,62.4807145594,72.0201748382,32.3481605198,47.4271621473,0.0
2004-10-11,44.1040338066,56.3636150908,47.0518698469,66.3980270062,0.0
2004-10-12,14.7013446022,28.1818075454,38.2296442506,98.0161351044,0.0
2004-10-13,66.1560507099,65.7575509392,44.1111279815,79.0452702455,0.0
2004-10-14,55.1300422583,62.6262389897,55.8740954432,85.3688918651,0.0
2004-10-15,73.506723011,53.2323031413,29.4074186543,94.8543242946,0.0
2004-10-16,47.7793699572,46.9696792423,32.3481605198,41.1035405276,0.0
2004-10-17,40.4286976561,50.1009911918,47.0518698469,69.559837816,0.0
2004-10-18,62.4807145594,46.9696792423,44.1111279815,91.6925134848,0.0
2004-10-19,95.5587399144,65.7575509392,32.3481605198,94.8543242946,0.0
2004-10-20,84.5327314627,53.2323031413,47.0518698469,82.2070810553,0.0
2004-10-21,44.1040338066,37.5757433938,38.2296442506,56.9125945767,0.0
2004-10-22,69.8313868605,84.5454226361,32.3481605198,63.2362161964,0.0
2004-10-23,25.7273530539,28.1818075454,44.1111279815,75.8834594357,0.0
2004-10-24,77.1820591616,15.6565597474,20.585193058,72.7216486258,0.0
2004-10-25,62.4807145594,56.3636150908,35.2889023852,85.3688918651,0.0
2004-10-26,55.1300422583,43.8383672928,29.4074186543,75.8834594357,0.0
2004-10-27,55.1300422583,43.8383672928,32.3481605198,107.501567534,0.0
2004-10-28,55.1300422583,46.9696792423,41.1703861161,98.0161351044,0.0
2004-10-29,33.078025355,28.1818075454,14.7037093272,88.5307026749,0.0
2004-10-30,40.4286976561,75.1514867877,38.2296442506,85.3688918651,0.0
2004-10-31,69.8313868605,34.4444314444,32.3481605198,60.0744053866,0.0
2004-11-01,80.8573953121,65.7575509392,52.9333535778,66.3980270062,0.0
2004-11-02,58.8053784088,65.7575509392,44.1111279815,60.0744053866,0.0
2004-11-03,55.1300422583,43.8383672928,52.9333535778,98.0161351044,0.0
2004-11-04,47.7793699572,40.7070553433,64.6963210395,82.2070810553,0.0
2004-11-05,36.7533615055,46.9696792423,49.9926117124,91.6925134848,0.0
2004-11-06,66.1560507099,50.1009911918,32.3481605198,113.825189153,0.0
2004-11-07,40.4286976561,6.26262389897,55.8740954432,34.779918908,0.0
2004-11-08,14.7013446022,75.1514867877,11.7629674617,75.8834594357,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,55.1300422583,43.8383672928,29.4074186543,88.5307026749,0.0
2004-11-11,44.1040338066,78.2827987372,55.8740954432,132.796054012,0.0
2004-11-12,55.1300422583,75.1514867877,52.9333535778,66.3980270062,0.0
2004-11-13,44.1040338066,31.3131194949,49.9926117124,66.3980270062,0.0
2004-11-14,33.078025355,59.4949270402,41.1703861161,66.3980270062,0.0
2004-11-15,51.4547061077,78.2827987372,73.5185466358,91.6925134848,0.0
2004-11-16,77.1820591616,62.6262389897,38.2296442506,63.2362161964,0.0
2004-11-17,44.1040338066,43.8383672928,38.2296442506,63.2362161964,0.0
2004-11-18,62.4807145594,68.8888628887,35.2889023852,66.3980270062,0.0
2004-11-19,40.4286976561,46.9696792423,55.8740954432,82.2070810553,0.0
2004-11-20,40.4286976561,0.0,41.1703861161,69.559837816,0.0
2004-11-21,73.506723011,46.9696792423,44.1111279815,79.0452702455,0.0
2004-11-22,58.8053784088,43.8383672928,52.9333535778,123.310621583,0.0
2004-11-23,40.4286976561,62.6262389897,49.9926117124,101.177945914,0.0
2004-11-24,69.8313868605,56.3636150908,38.2296442506,50.5889729571,0.0
2004-11-25,58.8053784088,31.3131194949,35.2889023852,25.2944864786,0.0
2004-11-26,40.4286976561,43.8383672928,35.2889023852,28.4562972884,0.0
2004-11-27,40.4286976561,62.6262389897,38.2296442506,94.8543242946,0.0
2004-11-28,51.4547061077,25.0504955959,44.1111279815,69.559837816,0.0
2004-11-29,55.1300422583,62.6262389897,73.5185466358,88.5307026749,0.0
2004-11-30,55.1300422583,65.7575509392,64.6963210395,88.5307026749,0.0
2004-12-01,58.8053784088,59.4949270402,55.8740954432,101.177945914,0.0
2004-12-02,69.8313868605,72.0201748382,44.1111279815,107.501567534,0.0
2004-12-03,62.4807145594,72.0201748382,44.1111279815,63.2362161964,0.0
2004-12-04,44.1040338066,37.5757433938,58.8148373087,88.5307026749,0.0
2004-12-05,58.8053784088,31.3131194949,29.4074186543,56.9125945767,0.0
2004-12-06,51.4547061077,62.6262389897,49.9926117124,126.472432393,0.0
2004-12-07,55.1300422583,65.7575509392,41.1703861161,94.8543242946,0.0
2004-12-08,62.4807145594,37.5757433938,26.4666767889,85.3688918651,0.0
2004-12-09,91.8834037638,50.1009911918,61.7555791741,69.559837816,0.0
2004-12-10,51.4547061077,31.3131194949,35.2889023852,85.3688918651,0.0
2004-12-11,44.1040338066,31.3131194949,52.9333535778,25.2944864786,0.0
2004-12-12,62.4807145594,31.3131194949,38.2296442506,56.9125945767,0.0
2004-12-13,69.8313868605,53.2323031413,58.8148373087,104.339756724,0.0
2004-12-14,102.909412215,46.9696792423,61.7555791741,85.3688918651,0.0
2004-12-15,69.8313868605,50.1009911918,38.2296442506,60.0744053866,0.0
2004-12-16,91.8834037638,40.7070553433,38.2296442506,88.5307026749,0.0
2004-12-17,40.4286976561,37.5757433938,26.4666767889,66.3980270062,0.0
2004-12-18,47.7793699572,34.4444314444,64.6963210395,104.339756724,0.0
2004-12-19,33.078025355,53.2323031413,64.6963210395,69.559837816,0.0
2004-12-20,99.2340760649,40.7070553433,64.6963210395,88.5307026749,0.0
2004-12-21,77.1820591616,34.4444314444,52.9333535778,107.501567534,0.0
2004-12-22,91.8834037638,56.3636150908,91.1629978284,63.2362161964,0.0
2004-12-23,95.5587399144,34.4444314444,64.6963210395,72.7216486258,0.0
2004-12-24,47.7793699572,53.2323031413,44.1111279815,60.0744053866,0.0
2004-12-25,29.4026892044,25.0504955959,23.5259349235,60.0744053866,0.0
2004-12-26,40.4286976561,34.4444314444,44.1111279815,75.8834594357,0.0
2004-12-27,102.909412215,28.1818075454,123.511158348,173.89959454,0.0
2004-12-28,55.1300422583,65.7575509392,129.392642079,164.414162111,0.0
2004-12-29,106.584748366,56.3636150908,179.385253791,240.297621546,0.0
