date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2009-01-16,18,1,8,67,0,False
2009-01-17,32,0,4,49,1,False
2009-01-18,24,1,3,46,1,False
2009-01-19,27,0,5,66,1,False
2009-01-20,21,2,5,75,1,False
2009-01-21,23,0,7,68,1,False
2009-01-22,27,2,8,76,1,False
2009-01-23,26,0,6,65,1,False
2009-01-24,28,1,7,64,2,False
2009-01-25,26,1,3,65,2,False
2009-01-26,22,1,8,81,1,False
2009-01-27,24,1,7,82,0,False
2009-01-28,24,0,7,77,1,False
2009-01-29,19,1,8,86,1,False
2009-01-30,27,1,5,82,1,False
2009-01-31,26,3,4,45,0,False
2009-02-01,25,2,4,62,0,False
2009-02-02,25,1,4,72,1,False
2009-02-03,30,3,4,78,1,False
2009-02-04,26,2,4,73,1,False
2009-02-05,33,1,8,92,0,False
2009-02-06,26,1,9,70,1,False
2009-02-07,27,0,1,41,3,False
2009-02-08,35,0,4,53,0,False
2009-02-09,29,1,8,80,1,False
2009-02-10,30,0,8,79,0,False
2009-02-11,26,1,8,73,1,False
2009-02-12,20,1,5,99,2,False
2009-02-13,28,1,4,76,1,False
2009-02-14,21,0,0,54,1,False
2009-02-15,25,0,5,59,0,False
2009-02-16,29,1,4,76,1,False
2009-02-17,32,1,6,80,1,False
2009-02-18,30,1,3,94,3,False
2009-02-19,27,2,7,91,1,False
2009-02-20,23,1,7,82,1,False
2009-02-21,31,0,3,66,0,False
2009-02-22,32,0,3,70,1,False
2009-02-23,28,1,5,84,1,False
2009-02-24,21,0,4,84,0,False
2009-02-25,27,1,6,80,1,False
2009-02-26,26,2,5,86,1,False
2009-02-27,29,0,8,84,0,False
2009-02-28,31,1,6,62,1,False
2009-03-01,26,0,5,67,1,False
2009-03-02,28,2,7,81,0,False
2009-03-03,25,0,8,87,2,False
2009-03-04,31,1,4,88,1,False
2009-03-05,28,1,5,91,1,False
2009-03-06,28,1,6,85,1,False
2009-03-07,29,0,6,59,2,False
2009-03-08,31,1,1,74,1,False
2009-03-09,24,1,6,97,1,False
2009-03-10,26,1,5,77,0,False
2009-03-11,25,1,4,90,1,False
2009-03-12,29,1,7,82,0,False
2009-03-13,19,1,6,75,2,False
2009-03-14,30,0,1,37,1,False
2009-03-15,29,3,5,61,1,False
2009-03-16,31,1,5,99,3,False
2009-03-17,18,1,10,87,2,False
2009-03-18,26,1,10,78,1,False
2009-03-19,33,0,7,90,2,False
2009-03-20,26,1,4,68,0,False
2009-03-21,22,1,3,50,0,False
2009-03-22,26,1,0,69,0,False
2009-03-23,21,1,4,77,1,False
2009-03-24,32,1,8,77,1,False
2009-03-25,31,0,5,87,0,False
2009-03-26,25,1,6,91,0,False
2009-03-27,30,0,5,73,1,False
2009-03-28,23,2,5,52,0,False
2009-03-29,34,0,3,60,0,False
2009-03-30,30,1,5,92,2,False
2009-03-31,37,0,7,93,1,False
2009-04-01,23,0,6,83,1,False
2009-04-02,22,0,14,92,2,False
2009-04-03,24,1,6,74,1,False
2009-04-04,34,0,1,54,3,False
2009-04-05,36,0,5,73,0,False
2009-04-06,25,1,8,80,2,False
2009-04-07,22,0,6,69,0,False
2009-04-08,24,1,8,75,2,False
2009-04-09,28,1,4,78,1,False
2009-04-10,30,0,6,71,2,False
2009-04-11,24,2,5,53,4,False
2009-04-12,24,3,3,52,0,False
2009-04-13,26,0,9,82,1,False
2009-04-14,26,3,7,87,3,False
2009-04-15,22,1,10,84,1,False
2009-04-16,36,1,5,84,1,False
2009-04-17,24,1,4,69,1,False
2009-04-18,35,0,3,51,0,False
2009-04-19,31,3,7,54,1,False
2009-04-20,21,2,6,100,2,False
2009-04-21,26,0,7,83,1,False
2009-04-22,28,1,8,73,1,False
2009-04-23,32,2,11,96,1,False
2009-04-24,28,0,3,85,1,False
2009-04-25,30,0,5,56,1,False
2009-04-26,28,1,4,56,3,False
2009-04-27,25,1,5,85,0,False
2009-04-28,26,1,5,84,3,False
2009-04-29,26,1,7,77,1,False
2009-04-30,29,1,5,80,1,False
2009-05-01,24,1,4,81,2,False
2009-05-02,29,0,1,44,0,False
2009-05-03,28,0,2,63,2,False
2009-05-04,31,1,7,67,1,False
2009-05-05,35,0,5,82,1,False
2009-05-06,25,1,10,85,1,False
2009-05-07,20,2,7,76,1,False
2009-05-08,23,2,5,85,1,False
2009-05-09,39,0,3,52,1,False
2009-05-10,23,2,0,41,0,False
2009-05-11,24,0,3,58,0,False
2009-05-12,28,1,8,75,1,False
2009-05-13,31,2,5,93,1,False
2009-05-14,29,1,6,81,1,False
2009-05-15,26,0,4,75,1,False
2009-05-16,23,1,4,48,0,False
2009-05-17,32,1,4,45,0,False
2009-05-18,25,1,9,80,1,False
2009-05-19,22,0,9,78,2,False
2009-05-20,30,1,5,77,1,False
2009-05-21,26,1,8,66,2,False
2009-05-22,21,2,4,61,0,False
2009-05-23,31,1,1,47,0,False
2009-05-24,34,3,1,41,1,False
2009-05-25,26,1,3,53,2,False
2009-05-26,25,2,9,70,2,False
2009-05-27,23,1,9,68,2,False
2009-05-28,23,1,10,71,2,False
2009-05-29,23,1,6,73,2,False
2009-05-30,24,0,2,54,1,False
2009-05-31,27,2,1,50,0,False
2009-06-01,27,0,5,63,0,False
2009-06-02,30,1,7,85,0,False
2009-06-03,17,1,5,76,1,False
2009-06-04,22,1,8,77,0,False
2009-06-05,24,0,6,63,3,False
2009-06-06,40,0,2,38,1,False
2009-06-07,29,1,1,62,0,False
2009-06-08,23,1,6,69,0,False
2009-06-09,29,1,5,76,1,False
2009-06-10,26,1,5,63,0,False
2009-06-11,24,1,7,72,1,False
2009-06-12,23,1,8,67,0,False
2009-06-13,33,0,4,49,0,False
2009-06-14,30,1,3,50,1,False
2009-06-15,25,0,5,77,1,False
2009-06-16,30,1,4,78,1,False
2009-06-17,26,0,10,76,1,False
2009-06-18,26,1,4,68,1,False
2009-06-19,20,1,4,63,0,False
2009-06-20,27,0,8,44,2,False
2009-06-21,30,2,5,47,1,False
2009-06-22,30,0,8,64,0,False
2009-06-23,21,1,10,70,1,False
2009-06-24,26,1,8,82,0,False
2009-06-25,32,1,7,73,0,False
2009-06-26,15,1,6,55,1,False
2009-06-27,27,0,2,45,0,False
2009-06-28,28,1,3,49,1,False
2009-06-29,17,2,7,78,1,False
2009-06-30,25,1,7,77,0,False
2009-07-01,23,0,7,76,0,False
2009-07-02,26,1,3,59,1,False
2009-07-03,30,2,2,31,1,False
2009-07-04,24,0,3,28,1,False
2009-07-05,22,1,2,34,1,False
2009-07-06,27,1,9,74,2,False
2009-07-07,30,0,5,65,1,False
2009-07-08,18,1,5,85,0,False
2009-07-09,27,0,6,77,1,False
2009-07-10,23,0,5,81,1,False
2009-07-11,26,0,2,42,0,False
2009-07-12,19,1,2,45,2,False
2009-07-13,31,1,10,78,1,False
2009-07-14,23,1,8,69,1,False
2009-07-15,24,1,5,64,1,False
2009-07-16,23,1,5,77,1,False
2009-07-17,23,1,3,76,0,False
2009-07-18,30,0,4,37,0,False
2009-07-19,35,0,1,56,0,False
2009-07-20,22,1,5,83,1,False
2009-07-21,26,1,7,82,1,False
2009-07-22,24,0,8,82,1,False
2009-07-23,29,0,4,67,1,False
2009-07-24,26,1,7,66,1,False
2009-07-25,19,1,1,41,0,False
2009-07-26,21,1,4,54,1,False
2009-07-27,20,1,7,78,0,False
2009-07-28,22,1,6,80,1,False
2009-07-29,25,1,9,73,1,False
2009-07-30,28,1,4,77,1,False
2009-07-31,25,1,5,58,0,False
2009-08-01,36,1,5,51,0,False
2009-08-02,20,1,1,65,1,False
2009-08-03,24,1,6,89,1,False
2009-08-04,27,1,6,83,2,False
2009-08-05,29,0,9,68,1,False
2009-08-06,22,0,6,76,0,False
2009-08-07,21,0,6,74,1,False
2009-08-08,33,1,2,46,0,False
2009-08-09,27,1,4,50,0,False
